feature	factor	value	view
Acidianus sulfidivorans	Factor1	2.2766515677692893e-7	Archaea metatranscriptome
Acidilobus saccharovorans	Factor1	6.9483482072419525e-6	Archaea metatranscriptome
Candidatus Nitrosocosmicus exaquare	Factor1	-6.482770060063796e-8	Archaea metatranscriptome
Candidatus Nitrosopelagicus brevis	Factor1	0.0030041300190433006	Archaea metatranscriptome
Candidatus Prometheoarchaeum syntrophicum	Factor1	1.1341475557194877e-6	Archaea metatranscriptome
Metallosphaera hakonensis	Factor1	5.031460015247077e-6	Archaea metatranscriptome
Methanobrevibacter ruminantium	Factor1	1.7417295109123309e-7	Archaea metatranscriptome
Methanohalophilus portucalensis	Factor1	0.005484169583099972	Archaea metatranscriptome
Methanosalsum zhilinae	Factor1	5.930785813417997e-7	Archaea metatranscriptome
Methanosarcina barkeri	Factor1	2.6504157307726746e-5	Archaea metatranscriptome
Methanosarcina lacustris	Factor1	4.1403669484417807e-7	Archaea metatranscriptome
Methanosarcina mazei	Factor1	2.76320366075617e-7	Archaea metatranscriptome
Nitrososphaera viennensis	Factor1	1.882848831428848e-7	Archaea metatranscriptome
Pyrolobus fumarii	Factor1	-5.293588449500764e-7	Archaea metatranscriptome
Sulfolobus acidocaldarius	Factor1	1.3541713567735136e-5	Archaea metatranscriptome
Sulfolobus sp. S-194	Factor1	1.906771249879455e-7	Archaea metatranscriptome
Thermococcus litoralis	Factor1	3.609699362799495e-7	Archaea metatranscriptome
Thermofilum uzonense	Factor1	4.9460080419681525e-8	Archaea metatranscriptome
Acidianus sulfidivorans	Factor2	-3.335010549220326e-8	Archaea metatranscriptome
Acidilobus saccharovorans	Factor2	-1.922131476742899e-9	Archaea metatranscriptome
Candidatus Nitrosocosmicus exaquare	Factor2	-5.0549052249150366e-9	Archaea metatranscriptome
Candidatus Nitrosopelagicus brevis	Factor2	-9.144085237293328e-4	Archaea metatranscriptome
Candidatus Prometheoarchaeum syntrophicum	Factor2	-2.631762428535314e-11	Archaea metatranscriptome
Metallosphaera hakonensis	Factor2	3.7778345335426265e-9	Archaea metatranscriptome
Methanobrevibacter ruminantium	Factor2	-1.5316878211702903e-9	Archaea metatranscriptome
Methanohalophilus portucalensis	Factor2	7.00595836998207e-8	Archaea metatranscriptome
Methanosalsum zhilinae	Factor2	-5.243846946213327e-9	Archaea metatranscriptome
Methanosarcina barkeri	Factor2	3.01464654927802e-7	Archaea metatranscriptome
Methanosarcina lacustris	Factor2	9.381402232426965e-10	Archaea metatranscriptome
Methanosarcina mazei	Factor2	-8.307189713537871e-10	Archaea metatranscriptome
Nitrososphaera viennensis	Factor2	3.1531741560386628e-9	Archaea metatranscriptome
Pyrolobus fumarii	Factor2	9.046570606336162e-9	Archaea metatranscriptome
Sulfolobus acidocaldarius	Factor2	1.0873291555757626e-8	Archaea metatranscriptome
Sulfolobus sp. S-194	Factor2	-3.2537503413164825e-9	Archaea metatranscriptome
Thermococcus litoralis	Factor2	-6.029071123661682e-8	Archaea metatranscriptome
Thermofilum uzonense	Factor2	-5.798044166694969e-9	Archaea metatranscriptome
[Brevibacterium] frigoritolerans	Factor1	4.348646499424993e-10	Bacteria metatranscriptome
[Eubacterium] sulci	Factor1	3.785271698517342e-9	Bacteria metatranscriptome
[Haemophilus] ducreyi	Factor1	2.334431523222294e-9	Bacteria metatranscriptome
Acaryochloris marina	Factor1	3.753814157657493e-9	Bacteria metatranscriptome
Acetobacter persici	Factor1	4.941887203760211e-9	Bacteria metatranscriptome
Achromobacter sp. B7	Factor1	-7.249555188337825e-11	Bacteria metatranscriptome
Achromobacter sp. MFA1 R4	Factor1	8.850078287280163e-11	Bacteria metatranscriptome
Achromobacter xylosoxidans	Factor1	-2.03429108938082e-9	Bacteria metatranscriptome
Acidithiobacillus caldus	Factor1	-4.3212416160758093e-10	Bacteria metatranscriptome
Acidithiobacillus thiooxidans	Factor1	3.7061723713047847e-10	Bacteria metatranscriptome
Acidovorax avenae	Factor1	3.780665162839849e-9	Bacteria metatranscriptome
Acidovorax carolinensis	Factor1	1.21086525496421e-9	Bacteria metatranscriptome
Acidovorax citrulli	Factor1	5.389633775264987e-9	Bacteria metatranscriptome
Acidovorax sp. HDW3	Factor1	-1.58432134569074e-10	Bacteria metatranscriptome
Acidovorax sp. JS42	Factor1	2.0479868747664192e-10	Bacteria metatranscriptome
Acidovorax sp. KKS102	Factor1	-5.942036066363269e-10	Bacteria metatranscriptome
Acinetobacter baumannii	Factor1	1.3992059308957176e-4	Bacteria metatranscriptome
Acinetobacter indicus	Factor1	3.7210128061751343e-9	Bacteria metatranscriptome
Acinetobacter johnsonii	Factor1	-5.445951830037817e-10	Bacteria metatranscriptome
Acinetobacter lwoffii	Factor1	1.4408013781754788e-9	Bacteria metatranscriptome
Acinetobacter nosocomialis	Factor1	7.54281558292262e-10	Bacteria metatranscriptome
Acinetobacter radioresistens	Factor1	7.60180844091716e-9	Bacteria metatranscriptome
Acinetobacter schindleri	Factor1	6.7249524864777985e-9	Bacteria metatranscriptome
Acinetobacter towneri	Factor1	-8.461576799327549e-10	Bacteria metatranscriptome
Acinetobacter wuhouensis	Factor1	1.6082945002705534e-9	Bacteria metatranscriptome
Actinobacillus delphinicola	Factor1	1.385982856139346e-9	Bacteria metatranscriptome
Actinobacillus pleuropneumoniae	Factor1	3.839572015303676e-10	Bacteria metatranscriptome
Actinobacteria bacterium YIM 96077	Factor1	1.2667250991871066e-9	Bacteria metatranscriptome
Actinomadura sp. WMMA1423	Factor1	3.4417343822924996e-9	Bacteria metatranscriptome
Actinomadura sp. WMMB499	Factor1	-4.136850906434086e-10	Bacteria metatranscriptome
Actinomyces naeslundii	Factor1	-1.4028680905255948e-9	Bacteria metatranscriptome
Actinoplanes missouriensis	Factor1	-1.7516878897065473e-10	Bacteria metatranscriptome
Advenella kashmirensis	Factor1	-1.1000467571065246e-10	Bacteria metatranscriptome
Aequorivita sp. H23M31	Factor1	3.9168457452972475e-9	Bacteria metatranscriptome
Aeromonas sp. CA23	Factor1	1.5136522832604133e-8	Bacteria metatranscriptome
Aeromonas veronii	Factor1	-6.492891159376896e-9	Bacteria metatranscriptome
Aggregatibacter segnis	Factor1	1.1149141551029078e-8	Bacteria metatranscriptome
Agrobacterium vitis	Factor1	2.1277691636372625e-8	Bacteria metatranscriptome
Agrococcus carbonis	Factor1	5.437561765812788e-11	Bacteria metatranscriptome
Agromyces aureus	Factor1	-6.31526048775165e-10	Bacteria metatranscriptome
Agromyces sp. LHK192	Factor1	-2.059233823928425e-10	Bacteria metatranscriptome
Akkermansia glycaniphila	Factor1	8.6653631724663e-10	Bacteria metatranscriptome
Alcanivorax sp. N3-2A	Factor1	1.390138494798506e-7	Bacteria metatranscriptome
Algibacter alginicilyticus	Factor1	2.322039208589913e-5	Bacteria metatranscriptome
Algibacter sp. L3A6	Factor1	-1.6858723403402363e-9	Bacteria metatranscriptome
Alicycliphilus denitrificans	Factor1	-3.8476572271601065e-10	Bacteria metatranscriptome
Aliivibrio salmonicida	Factor1	2.826129782229274e-9	Bacteria metatranscriptome
Alistipes finegoldii	Factor1	-1.091812451994936e-9	Bacteria metatranscriptome
Alkaliphilus metalliredigens	Factor1	7.930976998508105e-9	Bacteria metatranscriptome
Alkalitalea saponilacus	Factor1	2.4851704418545314e-9	Bacteria metatranscriptome
Altererythrobacter atlanticus	Factor1	2.2261018915467797e-9	Bacteria metatranscriptome
Altererythrobacter dongtanensis	Factor1	-4.5456609578763615e-10	Bacteria metatranscriptome
Alteromonas australica	Factor1	8.011895060553012e-10	Bacteria metatranscriptome
Aminipila sp. CBA3637	Factor1	-4.752103606166162e-10	Bacteria metatranscriptome
Aminipila sp. JN-18	Factor1	2.403293837992534e-9	Bacteria metatranscriptome
Amphibacillus xylanus	Factor1	2.2203722359700805e-8	Bacteria metatranscriptome
Amycolatopsis orientalis	Factor1	2.4886661845630744e-7	Bacteria metatranscriptome
Anabaena sp. 90	Factor1	3.8214737763808376e-10	Bacteria metatranscriptome
Anabaenopsis circularis	Factor1	1.981930632702087e-9	Bacteria metatranscriptome
Anaerococcus mediterraneensis	Factor1	1.934114471865447e-9	Bacteria metatranscriptome
Anaerococcus prevotii	Factor1	9.39664767012838e-9	Bacteria metatranscriptome
Anaerocolumna sp. CBA3638	Factor1	1.3545291615179474e-9	Bacteria metatranscriptome
Anaeromyxobacter dehalogenans	Factor1	-4.283471968056154e-11	Bacteria metatranscriptome
Anaeromyxobacter sp. Fw109-5	Factor1	-4.640792751564675e-11	Bacteria metatranscriptome
Anaerotignum propionicum	Factor1	2.3227259874275962e-10	Bacteria metatranscriptome
Ancylobacter pratisalsi	Factor1	3.757271328141542e-9	Bacteria metatranscriptome
Anoxybacillus gonensis	Factor1	2.024137738471556e-9	Bacteria metatranscriptome
Anoxybacillus kamchatkensis	Factor1	-3.753315317590474e-9	Bacteria metatranscriptome
Anseongella ginsenosidimutans	Factor1	3.1151126155736156e-9	Bacteria metatranscriptome
