feature	factor	value	view
Acidianus sulfidivorans	Factor1	-0.010911042374421772	Archaea metatranscriptome
Acidilobus saccharovorans	Factor1	-0.16699188931559839	Archaea metatranscriptome
Candidatus Methanomassiliicoccus intestinalis	Factor1	-0.003351085298616783	Archaea metatranscriptome
Candidatus Nitrosocosmicus exaquare	Factor1	-0.031077765937593347	Archaea metatranscriptome
Candidatus Nitrosopelagicus brevis	Factor1	-0.0014774520623633586	Archaea metatranscriptome
Candidatus Nitrosotalea devanaterra	Factor1	-5.74553691225758e-4	Archaea metatranscriptome
Candidatus Prometheoarchaeum syntrophicum	Factor1	-0.039360197400840284	Archaea metatranscriptome
Halobiforma lacisalsi	Factor1	-0.004027523784970969	Archaea metatranscriptome
Metallosphaera hakonensis	Factor1	-0.05554894847877786	Archaea metatranscriptome
Methanobrevibacter ruminantium	Factor1	-0.0036751878405809893	Archaea metatranscriptome
Methanohalophilus portucalensis	Factor1	0.03163832949896973	Archaea metatranscriptome
Methanosalsum zhilinae	Factor1	-0.005425137227665131	Archaea metatranscriptome
Methanosarcina barkeri	Factor1	-0.021447897659466166	Archaea metatranscriptome
Methanosarcina lacustris	Factor1	-0.020472069854369085	Archaea metatranscriptome
Natrialba magadii	Factor1	0.0010740358715194541	Archaea metatranscriptome
Nitrososphaera viennensis	Factor1	-0.005976412319465727	Archaea metatranscriptome
Pyrolobus fumarii	Factor1	-0.13644442750738803	Archaea metatranscriptome
Salinigranum rubrum	Factor1	-0.00311130061254126	Archaea metatranscriptome
Sulfodiicoccus acidiphilus	Factor1	-0.0034013927919806547	Archaea metatranscriptome
Sulfolobus acidocaldarius	Factor1	-0.4464700262691248	Archaea metatranscriptome
Sulfolobus sp. S-194	Factor1	-0.0044452895817957685	Archaea metatranscriptome
Thermococcus litoralis	Factor1	-0.0026662718332123767	Archaea metatranscriptome
Thermofilum uzonense	Factor1	-0.04386524776820165	Archaea metatranscriptome
Acidianus sulfidivorans	Factor2	-1.0711561212659442e-5	Archaea metatranscriptome
Acidilobus saccharovorans	Factor2	-1.0578801035401692e-5	Archaea metatranscriptome
Candidatus Methanomassiliicoccus intestinalis	Factor2	-4.451738320098054e-6	Archaea metatranscriptome
Candidatus Nitrosocosmicus exaquare	Factor2	-1.920415775273989e-6	Archaea metatranscriptome
Candidatus Nitrosopelagicus brevis	Factor2	9.169499359553743e-4	Archaea metatranscriptome
Candidatus Nitrosotalea devanaterra	Factor2	1.579616656076276e-6	Archaea metatranscriptome
Candidatus Prometheoarchaeum syntrophicum	Factor2	-1.8782338546344967e-5	Archaea metatranscriptome
Halobiforma lacisalsi	Factor2	-4.893180824469614e-6	Archaea metatranscriptome
Metallosphaera hakonensis	Factor2	-2.0804690493182118e-5	Archaea metatranscriptome
Methanobrevibacter ruminantium	Factor2	-2.5661688583318734e-6	Archaea metatranscriptome
Methanohalophilus portucalensis	Factor2	-2.859820199167825e-4	Archaea metatranscriptome
Methanosalsum zhilinae	Factor2	-7.761900981817081e-6	Archaea metatranscriptome
