feature	factor	value	view
A2M	Factor1	0.042473479235932275	Human transcriptome
A2ML1	Factor1	0.007704694137297492	Human transcriptome
A4GALT	Factor1	1.757396349405908e-4	Human transcriptome
AAAS	Factor1	0.011377948887070185	Human transcriptome
AACS	Factor1	0.04008294485968472	Human transcriptome
AADAC	Factor1	1.0734819732347462e-4	Human transcriptome
AAED1	Factor1	0.003624559196129072	Human transcriptome
AAGAB	Factor1	0.013594462024489287	Human transcriptome
AAK1	Factor1	0.05144668729783778	Human transcriptome
AAMP	Factor1	0.027787725381337315	Human transcriptome
AAR2	Factor1	0.013834620388557102	Human transcriptome
AARS	Factor1	0.057970599730397365	Human transcriptome
AARS2	Factor1	0.009343078865244797	Human transcriptome
AASDH	Factor1	5.1665313128329785e-5	Human transcriptome
AASDHPPT	Factor1	0.009218643224368056	Human transcriptome
AASS	Factor1	-4.2400696152661756e-5	Human transcriptome
AATF	Factor1	0.019899820136501524	Human transcriptome
AATK	Factor1	0.001502290662147282	Human transcriptome
ABAT	Factor1	0.00421478396195814	Human transcriptome
ABCA1	Factor1	-0.018820074869880923	Human transcriptome
ABCA10	Factor1	-1.0698278502590088e-4	Human transcriptome
ABCA12	Factor1	3.547037838167031e-5	Human transcriptome
ABCA13	Factor1	1.740225882401549e-4	Human transcriptome
ABCA2	Factor1	0.011745391735308001	Human transcriptome
ABCA5	Factor1	2.8578978982051183e-4	Human transcriptome
ABCA6	Factor1	-1.574940592453033e-4	Human transcriptome
ABCA7	Factor1	-4.550247125469707e-5	Human transcriptome
ABCA8	Factor1	-0.002957865555475151	Human transcriptome
ABCB1	Factor1	0.00233450742221989	Human transcriptome
ABCB10	Factor1	0.009822308346801818	Human transcriptome
ABCB7	Factor1	1.2596438466469973e-4	Human transcriptome
ABCB8	Factor1	0.015597460052057577	Human transcriptome
ABCC1	Factor1	0.038791126080639754	Human transcriptome
ABCC10	Factor1	0.011633529876235983	Human transcriptome
ABCC3	Factor1	0.011608027603160634	Human transcriptome
ABCC4	Factor1	5.263189986807682e-5	Human transcriptome
ABCC5	Factor1	0.011520244854492066	Human transcriptome
ABCD3	Factor1	0.02990993847300875	Human transcriptome
ABCD4	Factor1	0.004153799892249229	Human transcriptome
ABCE1	Factor1	0.026663744136387165	Human transcriptome
ABCF1	Factor1	0.029534164656555825	Human transcriptome
ABCF2	Factor1	0.0040814976683892275	Human transcriptome
ABCF3	Factor1	0.01761671659490165	Human transcriptome
ABCG1	Factor1	-1.1868174824548669e-4	Human transcriptome
ABHD10	Factor1	0.0082778134265749	Human transcriptome
ABHD11	Factor1	0.006009180436687851	Human transcriptome
ABHD12	Factor1	2.3515886294091707e-5	Human transcriptome
ABHD13	Factor1	0.007708630815262589	Human transcriptome
ABHD14B	Factor1	6.840979083014473e-6	Human transcriptome
ABHD15	Factor1	0.005089791967125492	Human transcriptome
ABHD17A	Factor1	0.01030055425261235	Human transcriptome
ABHD17B	Factor1	0.005979537733033821	Human transcriptome
ABHD17C	Factor1	9.649294643802665e-5	Human transcriptome
ABHD18	Factor1	0.003916463298009877	Human transcriptome
ABHD2	Factor1	0.04280534377644397	Human transcriptome
ABHD3	Factor1	0.0026647598513967483	Human transcriptome
ABHD4	Factor1	0.03507944619388376	Human transcriptome
ABHD5	Factor1	-0.001983848930415383	Human transcriptome
ABHD6	Factor1	0.004259074944663701	Human transcriptome
ABI1	Factor1	0.03854732711132126	Human transcriptome
ABI2	Factor1	0.005429997051171568	Human transcriptome
ABI3	Factor1	2.382055407518098e-5	Human transcriptome
ABI3BP	Factor1	1.4629725764445708e-5	Human transcriptome
ABL1	Factor1	0.04413973329992434	Human transcriptome
ABL2	Factor1	0.018677753162562438	Human transcriptome
ABLIM1	Factor1	0.029686490185692423	Human transcriptome
ABLIM2	Factor1	0.0029288298495886464	Human transcriptome
ABLIM3	Factor1	0.0023275584741076195	Human transcriptome
ABO	Factor1	4.140801870542751e-4	Human transcriptome
ABR	Factor1	0.024162895058161358	Human transcriptome
ABRACL	Factor1	0.004663014090807588	Human transcriptome
