DGE	Genes	Process~name	num_of_Genes	gene_group	percentage%	P-value	Benjamini and Hochberg (FDR)	 Hommel singlewise process	Bonferroni single-step process	Hommel singlewise process	Hochberg step-up process	Benjamini and Yekutieli
up	DDX39A; U2SURP; RNF113A; DHX15; PRPF4; PPIH; PLRG1; HTATSF1; NUDT21; AQR; SYNCRIP; PRPF40A; SF3B1; DNAJC8; LSM8; HNRNPC; HNRNPA1; SNRPA1; GTF2F2; GCFC2; DDX5; POLR2C; POLR2B; BUD31; NCBP2; POLR2H; POLR2J; HNRNPF; POLR2K; MFAP1; SNU13; HNRNPH2; MAGOH; SNRPF; SNRPD1; SNRPD3; POLR2G; SRSF3; CSTF1; SF3A3; IK; PRPF4B; FRG1; SMU1; USP39; DDX46; PHF5A; CCAR1; ZCRB1; GEMIN5; GEMIN6; CTNNBL1; SNRNP40; ZMAT2; CDC5L; GPATCH1; SF3B5; CRNKL1; CWC22; CWC15; CPSF2; CPSF3; PPIE; SF3B6; PPIL1; LSM5; RBM8A; UBL5; CWF19L1;	GO:0000398~mRNA splicing, via spliceosome	69	246	28.0487804878049	0	0	0	0	0	0	0
up	TCERG1; FOXN1; KLF4; FOS; GTF2F2; POLR2C; ERCC3; BTF3; PAX3; GTF2E2; POLR2B; ARRB2; GTF2H1; HOXD13; ARRB1; CEBPA; CEBPD; CDK7; CCNH; NCBP2; POLR2H; POLR2J; GTF2A2; POLR2K; COPS2; POLR2G; GTF2B; IRF9; POU5F1; PAX5; CREB5; CEBPZ; SSRP1; GTF2H3; TAF11; TAF12; TAF9; CTR9; TAF4B; COPS5; IRF7; EAF1; WDR61; POLR2J3; MED4; DDX21;	GO:0006366~transcription by RNA polymerase II	46	266	17.2932330827068	0	0	0	0	0	0	0
up	DDX39A; EIF4E; NCBP2; MAGOH; RAE1; SRSF3; NUP160; SLBP; NUP54; NUP35; THOC2; NUP133; SEH1L; FYTTD1; NUP88; NDC1; NUP58; NUP85; UPF2; CPSF2; CPSF3; NXT1; NUP50; DDX19B; CHTOP; RBM8A;	GO:0006406~mRNA export from nucleus	26	101	25.7425742574257	0	0	0	0	0	0	0
up	AIM2; CHUK; RIPK2; LIAS; FOS; ANXA1; CYBB; S100A8; S100A9; CSF1R; KRT16; PLA2G4B; CCL5; SELP; TNFRSF1B; ITGAL; CXCR2; CCR7; ADM; CHI3L1; SLC11A1; CXCR4; LYZ; AIMP1; IL18; NLRP10; IL17RE; KLRG1; GBP5; P2RX7; MYD88; CLEC7A; NFKBIZ; SIGLEC1; IL23A; IL1RAP; NLRC4; ADGRE2; CXCL2; LTB4R; C5AR1; PPBP; C3AR1; TLR6; PTGIR; TLR4; CCL4; IL36G; CMKLR1; IL36RN; TLR1; LTB4R2; IL36B; PTGER2; CCR1; C5AR2;	GO:0006954~inflammatory response	56	381	14.6981627296588	0	0	0	0	0	0	0
up	FOXN1; KRT34; SCEL; GJB5; HLA-DRB1; DSP; SPRR1B; SPRR2E; SPRR2D; CRABP2; S100A7; SPRR1A; SPRR2B; SPRR2A; KRT9; KLK7; EMP1; FABP5; CST6; CERS3; GRHL3; EVPL; SPRR2F; SPRR2G; GRHL1; CALML5; POU2F3; KLK5;	GO:0008544~epidermis development	28	82	34.1463414634146	0	0	0	0	0	0	0
up	PSMD12; PSMD14; SIAH2; USP2; USP1; MYC; ADRB2; UBC; PSMB1; PSMA3; PSMA4; PSMA5; PSMB5; ARRB2; PSMC2; BRCC3; PSMB3; PSMB2; PSMD7; PSMD4; PSMC6; RPS27A; CCNA1; PSMD6; TOMM20; PSMD5; USP39; MYSM1; INO80C; USP53; USP38; COPS5; USP47; PSMB7; IFIH1; ZRANB1; PSMD13; RUVBL1; USP15; UCHL5; USP16;	GO:0016579~protein deubiquitination	41	263	15.5893536121673	0	0	0	0	0	0	0
up	EREG; FOS; MYC; CD4; ANXA1; CSF1R; MMP3; UBC; ITGAM; PIM1; CCL4; CCL5; MMP9; IL2RB; VAV1; CXCL2; TNFRSF1B; ITGAX; PTPRZ1; CNTF; CASP1; IL2RG; CCR1; CSF2RB; CD86; STAT1; STAT5A; TEC; CEBPA; CEBPD; JAK3; RPS27A; YWHAZ; LCN2; IL10RA; IL16; IL18; IL20RB; IL23A; IL1RAP; IL36B; IL36G; IL36RN; IL20RA; IFNGR1; IFNGR2;	GO:0019221~cytokine-mediated signaling pathway	46	278	16.5467625899281	0	0	0	0	0	0	0
up	PSMD12; PSMD14; TNFSF13; HSPB1; UBC; PSMB1; PSMA3; PSMA4; ZFP36; PSMA5; PSMB5; PSMC2; ANP32A; PSMB3; PSMB2; PSMD7; PSMD4; PSMC6; RPS27A; YWHAZ; EXOSC2; PSMD6; PSMD5; PCID2; SERBP1; EXOSC8; PSMB7; DHX36; EXOSC3; PSMD13; EXOSC1; ZC3H14;	GO:0043488~regulation of mRNA stability	32	112	28.5714285714286	0	0	0	0	0	0	0
up	PSMD12; PSMD14; CHUK; RIPK2; GRAP2; CD4; TRAC; HLA-DRA; HLA-DRB1; HLA-DPB1; CD3E; HLA-DPA1; PSMB1; CD247; PSMA3; PSMA4; PSMA5; PSMB5; PSMC2; ZAP70; PSMB3; PSMB2; EIF2B2; PSMD7; PSMD4; PSMC6; SKP1; CUL1; EIF2B1; PSMD6; PSMD5; HLA-DRB5; DENND1B; SPPL3; PSMB7; NFKBIZ; EIF2B3; MALT1; STOML2; PSMD13; TEC;	GO:0050852~T cell receptor signaling pathway	41	174	23.5632183908046	0	0	0	0	0	0	0
up	MFSD2B; PSMD12; PSMD14; GJB6; SLC25A5; EIF2S1; UBC; PRF1; EIF2S2; PSMB1; SLC6A2; AZGP1; PSMA3; PSMA4; PSMA5; PSMB5; PSMC2; GJA5; PEX19; EIF2S3; ABCG1; PSMB3; PSMB2; PSMD7; PSMD4; PEX3; PSMC6; RPS27A; SLC14A1; PSMD6; RALBP1; PSMD5; SLC18B1; LRRC8B; SPNS3; SLC47A2; PSMB7; SLC25A21; SLC46A2; MAGT1; MRS2; SLC39A9; PSMD13; SLC19A2; TAP2; ATP6V0E1;	GO:0055085~transmembrane transport	46	285	16.140350877193	0	0	0	0	0	0	0
