DGE	Genes	Process~name	num_of_Genes	gene_group	percentage%	P-value	Benjamini and Hochberg (FDR)	 Hommel singlewise process	Bonferroni single-step process	Hommel singlewise process	Hochberg step-up process	Benjamini and Yekutieli
up	EVPLL; FOXN1; TGM5; SCEL; GJB5; KRT5; DSP; KRT15; SPRR1B; SPRR2E; SPRR2D; CRABP2; S100A7; CASP14; NTF4; SPRR1A; SPRR2B; SPRR2A; KLK7; ALDH3A2; EMP1; ELF3; BNC1; KRT32; KRT31; CST6; ZNF750; GRHL2; CERS3; ACER1; GRHL3; EVPL; SPRR2F; SPRR2G; GRHL1; CALML5; SPRR3; KLK5;	GO:0008544~epidermis development	38	82	46.3414634146341	0	0	0	0	0	0	0
up	IRF6; EREG; FOXN1; SCEL; CSTA; ANXA1; IVL; KRT16; DSP; FLG; SPRR1B; TGM1; S100A7; SPRR1A; SPRR2B; SPRR2A; AKR1C3; POU3F1; TGM3; CERS3; ACER1; EVPL; SPRR2F; SPRR2G; SPRR3; ST14;	GO:0030216~keratinocyte differentiation	26	53	49.0566037735849	0	0	0	0	0	0	0
up	AKR1B15; PIR; SCD; PRODH; HR; AKR1B10; SC5D; CYP7B1; ALDH1L1; BBOX1; TM7SF2; CH25H; CYP11A1; CYP2E1; GSTA1; SOD3; TXN; MGST1; CYP2C9; CYP4B1; HPGD; MAOA; GPX3; FDXR; ALDH3A1; RRM2; FMO3; PYCR1; CYP2C19; ADH7; AKR1C3; ALDH3B2; TDO2; ALDH3A2; AKR1C2; HSD11B2; BDH1; AKR1C1; PRDX1; SQLE; CRYM; PTGR1; DHCR24; TP53I3; PHYHD1; CYB5R2; HEPHL1; CYP4F22; DEGS2; DHRS11; LDHD; CYP4X1; CYP4Z2P; SDR16C5; RDH13; CHDH; SDR9C7; DIO2; ERO1A; DHRS1; NOX5; BCO2; HSD3B7; GSTO2; EGLN3; SRD5A3; CYP4F11; CYP4F12; DUOX2; DUOX1; CYP39A1; TECR; STEAP1; CYP2J2; CYP2F1; CYP2C18;	GO:0055114~oxidation-reduction process	76	526	14.4486692015209	0	0	0	0	0	0	0
down	IGHV3-11; IGHV4-39; IGLL5; IGHG2; IGHV3-30; IGHV1-2; IGHV3-43; TRDC; IGHV1-46; IGHV3-64; IGHV3-66; IGHV3-72; TRBC2; IGHV1-3; IGHV1-18; IGHV3-15; IGHV3-49; IGHV3-20; IGHV3-21; IGLC3; IGHV3-23; IGHV3-13; IGHV3-53; IGHG3; IGHV3-7; IGHV2-5; IGHD; IGHV2-26; TRBC1; IGHV5-51; IGLC2; IGKC; IGHV6-1; IGHV4-31; IGHV3-48; IGHV1-24; IGHV4-59; IGHV4-34;	GO:0006910~phagocytosis, recognition	38	99	38.3838383838384	0	0	0	0	0	0	0
down	NCR3; IL18RAP; LY86; ORM1; FOLR2; SELP; AZU1; CD40LG; FCGR2B; CNR2; CHI3L1; MAP2K3; CXCR3; AIF1; NLRP6; ADAM8; FUT7; NAIP; NMI; TCIRG1; CAMK1D; IL27; NFKBID; PLD4; CD180; PROK2; ADGRE2; LAT; PF4; PTGDR; PTGER4; PPBP; PF4V1; TNFRSF4; PTGIR; FPR1; XCL1; TBXA2R; CCR2; XCL2; IL2RA;	GO:0006954~inflammatory response	41	381	10.761154855643	0	0	0	0	0	0	0
down	FCN1; IGKV1-5; IGKV3-20; IGKV3-15; IGLV1-44; IGLV1-47; IGLV1-51; IGLV1-40; IGLV2-14; IGLV2-23; IGLV2-11; IGLV2-8; IGLV3-19; IGLV3-1; IGLV3-25; IGLV6-57; IGHV1-46; IGHV3-11; IGHV3-48; IGHV3-23; IGHV3-13; IGHV3-53; IGHV3-30; IGHV3-7; IGHV2-5; IGHV4-39; IGHV4-59; IGKC; IGHG2; IGHG3; IGLV7-43; IGKV1-16; IGKV3-11; IGKV2-30; IGKV4-1; IGHV4-34; IGLC2; IGLC3; IGHV1-2; IGLV3-21; RGCC;	GO:0006956~complement activation	41	92	44.5652173913043	0	0	0	0	0	0	0
down	TNFRSF13B; LILRA1; IGSF6; IFNG; IL2RA; CD4; CD3D; GP1BA; CD3G; IFITM1; CXCR1; KLRC1; CD27; IFNGR2; CXCR3; IRF9; ADGRE1; IL27RA; LILRB2; DOK1; BAG1; ADGRE3; CLEC1B; ADGRE2; CLEC4A; TRBV24-1; TRBV6-4; TRBV19; TRBV6-6; TRBV5-1; TRBV6-1; TRBV27; TRBV5-5; TRBV3-1; TRBV2; TRBV13; TRBV28; TRBV6-2; TRBV11-1; TRBV25-1; TRBV7-2; TRBV4-1; TRBV7-6; TRBV29-1; TRBV10-1; TRBV7-7; TRBV14; TRBV15; TRBV30; TRBV4-2; TRBV20-1; TRBV7-4; TRBV12-5; TRBV6-5; TRBV12-4; TRBV5-6; TRBV23-1; TRBV5-4; TRBV9; TRBV12-3; TRBV18; TRBV7-9; TRBV11-2; TRBV10-3;	GO:0007166~cell surface receptor signaling pathway	64	268	23.8805970149254	0	0	0	0	0	0	0
down	TRGV2; TRGV8; TRGV4; TRDV1; TRDV2; LILRA5; CD300LB; TYROBP; PGLYRP1; LY86; JCHAIN; TRGV3; C4BPA; LYN; RNASE3; DEFA4; HLA-E; GATA3; KLRC2; SYK; KIR2DS4; JAK3; NLRP6; LILRA4; B2M; ARID5A; SIGLEC14; NAIP; SLAMF1; CD300E; CLEC6A; TNFAIP8L2; TREML1; ZNF683; LILRA2; IL27; CLEC4C; RNASE6; RNF166; PLD4; SIGLEC10; CD180; TRGV9; LY9; TLR8; TLR7; MSRB1; TRIM10; CD84; FBXO9; CLEC4A; TRDC; IGHV3-15; IGHV3-66; IGHV3-48; IGHV2-26; IGHV4-59; IGHV3-23; IGHV4-39; TRBC1; IGHV3-53; IGHV1-3; TRBC2; IGHV3-30; IGLC3; IGHV3-13; IGHV3-49; IGHV1-2; IGHV3-21; IGHV6-1; IGHV5-51; IGHV3-7; IGHV3-72; IGHV1-18; IGHV1-46; IGLL5; IGHV3-64; IGLC2; IGHV1-24; IGHV4-31; IGHG3; BPI; IGHV3-11; IGHV4-34; IGKC; IGHV2-5; IGHD; IGHG2; IGHV3-43; IGHV3-20;	GO:0045087~innate immune response	90	505	17.8217821782178	0	0	0	0	0	0	0
down	IGHV2-26; IGHV3-53; IGHG3; IGHV3-49; IGLC3; IGHV3-15; IGHV4-39; IGHV3-64; IGHV3-21; IGHD; IGHV4-59; IGHV3-23; IGHV3-13; IGHV1-2; TRBC1; IGHV1-18; IGLL5; IGHV1-24; IGHV3-72; IGHV3-48; IGHV3-11; TRBC2; IGHG2; IGLC2; IGHV3-20; IGHV1-46; IGHV4-31; IGHV5-51; IGHV1-3; IGHV6-1; IGHV4-34; IGHV3-66; IGHV3-7; TRDC; IGKC; IGHV3-30; IGHV3-43; IGHV2-5;	GO:0050871~positive regulation of B cell activation	38	98	38.7755102040816	0	0	0	0	0	0	0
up	BMP4; AQP1; AQP5; PAX9; AQP3; PITX2; TUFT1;	GO:0042476~odontogenesis	7	33	21.2121212121212	0.00010714779255294	0.00322287061064754	0.395803945690567	0.409304567552238	0.299585227978025	0.395803945690567	0.0284429683978565
