DGE	Genes	Process~name	num_of_Genes	gene_group	percentage%	P-value	Benjamini and Hochberg (FDR)	 Hommel singlewise process	Bonferroni single-step process	Hommel singlewise process	Hochberg step-up process	Benjamini and Yekutieli
down	IGLV3-21; IGLV7-46; IGLV5-45; IGLV3-19; IGLV5-37; IGLV2-23; IGLV2-8; IGKV1-8; IGLV3-16; IGLV6-57; IGLV3-1; IGLV3-25; IGLV8-61; IGLV2-18; IGLV1-36; IGLV7-43; IGLV3-9; IGLV3-27; IGLV1-51; IGLV1-47; IGLV3-10; IGLV10-54;	GO:0002377~immunoglobulin production	22	107	20.5607476635514	0	0	0	0	0	0	0
down	IGLC7; HP; IGLV1-47; IGLV1-51; IGLV2-23; IGLV2-8; IGLV3-19; IGLV3-1; IGLV3-25; IGLV3-27; IGLV6-57; IGHV3-11; IGHV3-48; IGHV3-23; IGHV3-53; IGHV3-30; IGHV3-7; IGHV2-5; IGHV4-39; IGHV4-59; IGKC; IGHA2; IGLV7-43; IGLC6; SAA1; FOLR2; IGHV1-2; FCGR2B; HBA1; IGLV3-21; TFR2;	GO:0006898~receptor-mediated endocytosis	31	160	19.375	0	0	0	0	0	0	0
down	CCL21; NCR3; LY86; ORM1; KRT16; FOLR2; AZU1; FCGR2B; CNR2; CARD18; TNFAIP6; FUT7; NLRP10; PLD4; PROK2; PTGER3; PF4; IL37; PTGDR; ACKR1; CCL23; PF4V1; IL36G; CCR2; XCL2;	GO:0006954~inflammatory response	25	381	6.56167979002625	0	0	0	0	0	0	0
down	IGLC7; IGLV1-47; IGLV1-51; IGLV2-23; IGLV2-8; IGLV3-19; IGLV3-1; IGLV3-25; IGLV3-27; IGLV6-57; IGHV3-11; IGHV3-48; IGHV3-23; IGHV3-53; IGHV3-30; IGHV3-7; IGHV2-5; IGHV4-39; IGHV4-59; IGKC; IGHG2; IGHG3; IGHG4; C1QA; C1QB; C4BPA; IGLV7-43; IGLC6; IGHV1-2; IGLV3-21; TRDC; IGHV4-4; IGHV3-21; IGHV3-20; IGHD; IGHV1-69-2; IGHV3-49; IGHV4-31; IGLL5; IGHV4-28; IGHV2-26; IGHV3-15; IGHV6-1; IGHV3-64; IGHV1-3; IGHV3-66; IGHV3-72; IGHA2;	GO:0006958~complement activation, classical pathway	48	161	29.8136645962733	0	0	0	0	0	0	0
down	IGLC7; IGLV1-47; IGLV1-51; IGLV2-23; IGLV2-8; IGLV3-19; IGLV3-1; IGLV3-25; IGLV3-27; IGLV6-57; IGHV3-11; IGHV3-48; IGHV3-23; IGHV3-53; IGHV3-30; IGHV3-7; IGHV2-5; IGHV4-39; IGHV4-59; IGKC; IGHG2; IGHG3; IGHG4; C1QA; C1QB; C4BPA; IGLV7-43; IGLC6; CD19; IGHV1-2; IGLV3-21; CR1L;	GO:0030449~regulation of complement activation	32	113	28.3185840707965	0	0	0	0	0	0	0
down	IGLC7; IGLV1-47; IGLV1-51; IGLV2-23; IGLV2-8; IGLV3-19; IGLV3-1; IGLV3-25; IGLV3-27; IGLV6-57; IGHV3-11; IGHV3-48; IGHV3-23; IGHV3-53; IGHV3-30; IGHV3-7; IGHV2-5; IGHV4-39; IGHV4-59; IGKC; IGLV7-43; IGLC6; IGHV1-2; IGLV3-21;	GO:0038095~Fc-epsilon receptor signaling pathway	24	171	14.0350877192982	0	0	0	0	0	0	0
down	HP; ELANE; CEBPE; WFDC12; TREM2; SLAMF8; IGHV3-48; IGHV6-1; GSDMA; IGHG2; IGHG3; IGHV3-53; IGLC6; IGHV1-2; IGHV3-30; IGHA2; IGHV3-72; IGLL5; IGHV2-5; IGHD; IGHV3-49; IGHV3-7; IGHV3-15; IGHV3-66; IGHV3-64; IGHV3-23; IGHV1-69-2; IGHV4-31; IGLC7; TRDC; IGHV3-20; IGKC; IGHV4-39; IGHV4-28; IGHV2-26; IGHV4-4; IGHV3-21; IGHV3-11; IGHV4-59; IGHV1-3; IGHG4;	GO:0042742~defense response to bacterium	41	216	18.9814814814815	0	0	0	0	0	0	0
down	LILRA5; TYROBP; LY86; C1QA; C1QB; SLPI; C4BPA; KRT16; SAA1; RNASE3; DEFA4; IFI27; NLRP10; CLEC10A; ZNF683; LILRA2; RNASE6; PLD4; PGLYRP4; SIGLEC10; PLA2G2F; TRIM31; TREM2; IL36G; TRIM10; CLEC4A; TRDC; IGHV3-15; IGHV3-66; IGHV3-48; IGHV1-69-2; IGHV2-26; IGHV4-59; IGHV3-23; IGHV4-39; IGHV3-53; IGHV1-3; IGHV4-4; IGHV3-30; IGHV3-49; IGLC7; IGHV1-2; IGHV3-21; IGHV6-1; IGHV4-28; IGLC6; IGHV3-7; IGHV3-72; IGHG4; IGHA2; IGLL5; IGHV3-64; IGHV4-31; IGHG3; BPI; IGHV3-11; IGKC; IGHV2-5; IGHD; IGHG2; IGHV3-20;	GO:0045087~innate immune response	61	505	12.0792079207921	0	0	0	0	0	0	0
down	IGLC7; NCR3; TYROBP; NCR1; IGLV1-47; IGLV1-51; IGLV2-23; IGLV2-8; IGLV3-19; IGLV3-1; IGLV3-25; IGLV3-27; IGLV6-57; IGHV3-11; IGHV3-48; IGHV3-23; IGHV3-53; IGHV3-30; IGHV3-7; IGHV2-5; IGHV4-39; IGHV4-59; IGKC; IGLV7-43; IGLC6; CD19; IGHV1-2; FCGR2B; ICAM3; IGLV3-21; CLEC4G; CD300LF; TREM2; CD300A; SIGLEC7; BTNL8; BTNL3;	GO:0050776~regulation of immune response	37	216	17.1296296296296	0	0	0	0	0	0	0
down	CEACAM4; ICAM3; CEBPE; PLD4; ELANE;	GO:0006909~phagocytosis	5	57	8.7719298245614	0.0001110712329102	0.00232650535321225	0.128953701408753	0.135284761684635	0.121178715105038	0.128953701408753	0.0178735904049121
