feature	factor	value	view
A2M	Factor1	-9.160495958356996e-6	Human transcriptome
A2ML1	Factor1	-8.300448745300982e-5	Human transcriptome
A4GALT	Factor1	-9.310321608894234e-6	Human transcriptome
AAAS	Factor1	1.3748182273050453e-6	Human transcriptome
AACS	Factor1	-1.766105595822386e-6	Human transcriptome
AADAT	Factor1	2.1826720903012075e-6	Human transcriptome
AAED1	Factor1	2.386066511233848e-6	Human transcriptome
AAGAB	Factor1	9.167169640645634e-6	Human transcriptome
AAK1	Factor1	1.5590380063447783e-5	Human transcriptome
AAMP	Factor1	2.4284013465070903e-5	Human transcriptome
AAR2	Factor1	5.929471058697976e-5	Human transcriptome
AARS	Factor1	2.2836658488673616e-4	Human transcriptome
AARS2	Factor1	-8.999424524232572e-6	Human transcriptome
AASDH	Factor1	3.814250401537709e-7	Human transcriptome
AASDHPPT	Factor1	1.982218799504574e-6	Human transcriptome
AASS	Factor1	1.7577503925533892e-6	Human transcriptome
AATF	Factor1	9.047677570389724e-6	Human transcriptome
AATK	Factor1	4.426543278837469e-7	Human transcriptome
ABAT	Factor1	-1.623463855916237e-5	Human transcriptome
ABCA1	Factor1	5.44628564638643e-6	Human transcriptome
ABCA12	Factor1	1.272302634099758e-4	Human transcriptome
ABCA13	Factor1	-1.1444172533476813e-7	Human transcriptome
ABCA2	Factor1	3.6916344403168568e-6	Human transcriptome
ABCA5	Factor1	5.162679064429776e-6	Human transcriptome
ABCA7	Factor1	1.6441525114647628e-6	Human transcriptome
ABCB10	Factor1	1.8384179256309472e-6	Human transcriptome
ABCB7	Factor1	1.2531872506139727e-6	Human transcriptome
ABCB8	Factor1	-1.5754135386135352e-5	Human transcriptome
ABCB9	Factor1	2.6687254956703963e-7	Human transcriptome
ABCC1	Factor1	5.5135763340968566e-5	Human transcriptome
ABCC10	Factor1	-1.1852016419803172e-6	Human transcriptome
ABCC3	Factor1	5.891155153305928e-6	Human transcriptome
ABCC4	Factor1	8.423113787966266e-6	Human transcriptome
ABCC5	Factor1	1.4953041335910396e-5	Human transcriptome
ABCD1	Factor1	6.026672473442496e-7	Human transcriptome
