feature	factor	value	view
A2M	Factor1	-2.9809597242710445e-4	Human transcriptome
A2ML1	Factor1	-0.0034564421709216576	Human transcriptome
A4GALT	Factor1	7.610621687178544e-5	Human transcriptome
AAAS	Factor1	-7.473679847116573e-5	Human transcriptome
AACS	Factor1	-6.409579558064237e-5	Human transcriptome
AAGAB	Factor1	-0.027190225127566203	Human transcriptome
AAK1	Factor1	-0.07086945356900794	Human transcriptome
AAMP	Factor1	-1.406917164048623e-4	Human transcriptome
AAR2	Factor1	-0.010488360385863753	Human transcriptome
AARS	Factor1	-0.06694747546332029	Human transcriptome
AARS2	Factor1	3.718156426329649e-6	Human transcriptome
AASDH	Factor1	-2.4632750974884286e-5	Human transcriptome
AASDHPPT	Factor1	-0.018380103745234307	Human transcriptome
AASS	Factor1	3.137897654899971e-5	Human transcriptome
AATF	Factor1	-5.4313480612797654e-5	Human transcriptome
AATK	Factor1	2.8075809604250422e-5	Human transcriptome
ABAT	Factor1	6.502339379985261e-5	Human transcriptome
ABCA1	Factor1	4.948048169613807e-4	Human transcriptome
ABCA12	Factor1	-7.296722638103192e-6	Human transcriptome
ABCA13	Factor1	-3.3584241047417665e-5	Human transcriptome
ABCA2	Factor1	1.6448540407819696e-5	Human transcriptome
ABCA5	Factor1	-2.0988275929374767e-5	Human transcriptome
ABCA6	Factor1	2.0855005640976336e-5	Human transcriptome
ABCA7	Factor1	3.5727305769909127e-5	Human transcriptome
ABCA8	Factor1	5.929524932128144e-5	Human transcriptome
ABCB10	Factor1	-0.016129445202837583	Human transcriptome
ABCB7	Factor1	2.6821670770270265e-6	Human transcriptome
ABCB8	Factor1	-0.019263751034926183	Human transcriptome
ABCC1	Factor1	1.4587277320982054e-4	Human transcriptome
ABCC10	Factor1	2.470290436548151e-6	Human transcriptome
ABCC3	Factor1	2.6020075705927985e-5	Human transcriptome
ABCC4	Factor1	1.5743887300226015e-5	Human transcriptome
ABCC5	Factor1	2.0373335987445497e-5	Human transcriptome
ABCD3	Factor1	-0.019015370656490824	Human transcriptome
ABCD4	Factor1	-5.552844373937826e-6	Human transcriptome
ABCE1	Factor1	-0.032104973190003994	Human transcriptome
ABCF1	Factor1	-5.645963287434122e-5	Human transcriptome
ABCF2	Factor1	-0.006806910159315459	Human transcriptome
ABCF3	Factor1	-6.925946931157549e-5	Human transcriptome
ABCG1	Factor1	9.838694944682567e-5	Human transcriptome
