DGE	Genes	Process~name	num_of_Genes	gene_group	percentage%	P-value	Benjamini and Hochberg (FDR)	 Hommel singlewise process	Bonferroni single-step process	Hommel singlewise process	Hochberg step-up process	Benjamini and Yekutieli
up	IGLV3-21; IGKV3-11; IGLV7-46; IGLV5-45; IGLV4-60; IGLV3-19; IGLV2-14; IGKV2D-29; IGLV4-69; IGLV2-23; IGKV3-20; IGKV2-24; IGLV2-8; IGKV4-1; IGKV1-16; IGLV6-57; IGLV2-11; IGKV1-27; IGKV1-17; IGLV1-40; IGLV3-1; IGLV1-44; IGKV1-5; IGLV3-25; IGLV8-61; IGKV2-30; IGLV1-47; IGKV3-15; IGLV3-10;	GO:0002377~immunoglobulin production	29	107	27.1028037383178	0	0	0	0	0	0	0
up	JCHAIN; IGKV1-17; IGKV1-5; IGKV3-20; IGKV3-15; IGLV1-44; IGLV1-47; IGLV1-40; IGLV2-14; IGLV2-23; IGLV2-11; IGLV2-8; IGLV3-19; IGLV3-1; IGLV3-25; IGLV6-57; IGHV1-46; IGHV3-48; IGHV3-23; IGHV3-7; IGHV2-5; IGKC; IGHA2; APOA1; IGKV1-16; IGKV3-11; IGKV2-30; IGKV4-1; IGLC2; IGLC3; FOLR2; IGHV1-2; FCGR2B; IGLV3-21; COLEC12; PDLIM7; STAB1; CD207; MAPK8IP1;	GO:0006898~receptor-mediated endocytosis	39	160	24.375	0	0	0	0	0	0	0
up	COLEC12; IGHV3-74; IGLL5; IGHG2; IGHV1-2; TRDC; IGHV1-46; IGHV3-72; TRBC2; IGHA2; IGHV1-18; IGHG4; IGHV3-15; IGHV3-49; IGHV3-21; IGLC3; IGHV3-23; IGHG3; IGHV3-7; IGHV2-5; TRBC1; IGHV5-51; IGHV3-73; IGLC2; IGKC; IGHV3-48; IGHV1-24;	GO:0006910~phagocytosis, recognition	27	99	27.2727272727273	0	0	0	0	0	0	0
up	FCGR2B; MYH9; AIF1; IGHG2; IGHV1-2; IGLC2; IGHV1-24; IGHV3-7; IGHV3-72; IGHA2; IGHV3-74; IGHV3-21; IGHV2-5; TRDC; TRBC2; IGHV3-49; IGHV1-46; IGHV3-73; IGHV3-15; IGHG3; IGHV3-48; IGKC; IGLC3; IGHV5-51; IGHG4; IGHV1-18; IGLL5; TRBC1; IGHV3-23;	GO:0006911~phagocytosis, engulfment	29	115	25.2173913043478	0	0	0	0	0	0	0
up	FCN1; IGKV1-17; IGKV1-5; IGKV3-20; IGKV3-15; IGLV1-44; IGLV1-47; IGLV1-40; IGLV2-14; IGLV2-23; IGLV2-11; IGLV2-8; IGLV3-19; IGLV3-1; IGLV3-25; IGLV6-57; IGHV1-46; IGHV3-48; IGHV3-23; IGHV3-7; IGHV2-5; IGKC; IGHG2; IGHG3; IGHG4; C1QA; C1QB; C1QC; IGKV1-16; IGKV3-11; IGKV2-30; IGKV4-1; IGLC2; IGLC3; IGHV1-2; IGLV3-21;	GO:0006956~complement activation	36	92	39.1304347826087	0	0	0	0	0	0	0
up	IGKV1-17; IGKV1-5; IGKV3-20; IGKV3-15; IGLV1-44; IGLV1-47; IGLV1-40; IGLV2-14; IGLV2-23; IGLV2-11; IGLV2-8; IGLV3-19; IGLV3-1; IGLV3-25; IGLV6-57; IGHV1-46; IGHV3-48; IGHV3-23; IGHV3-7; IGHV2-5; IGKC; IGHG2; IGHG3; IGHG4; C1QA; C1QB; C1QC; IGKV1-16; IGKV3-11; CFI; IGKV2-30; IGKV4-1; IGLC2; IGLC3; IGHV1-2; IGLV3-21; IGHV1-18; TRDC; IGHV3-21; IGHV5-51; IGHV1-24; IGHV3-49; TRBC2; IGLL5; IGHV3-15; TRBC1; IGHV3-74; IGHV3-72; IGHA2; IGHV3-73;	GO:0006958~complement activation, classical pathway	50	161	31.055900621118	0	0	0	0	0	0	0
up	SOCS3; SOCS1; F13A1; TIMP1; IL2RA; IGHG4; CXCL10; ICAM1; FCER2; MMP2; CCL2; OSM; IL13; PTGS2; FLT3; CCR2; FASLG; CCL11; CCR5; IL5RA; IL24; IRF4; BATF; STX1A; OSMR; CCL19; IL26; IL19; IL20RA;	GO:0019221~cytokine-mediated signaling pathway	29	278	10.431654676259	0	0	0	0	0	0	0
up	IGKV1-17; IGKV1-5; IGKV3-20; IGKV3-15; IGLV1-44; IGLV1-47; IGLV1-40; IGLV2-14; IGLV2-23; IGLV2-11; IGLV2-8; IGLV3-19; IGLV3-1; IGLV3-25; IGLV6-57; IGHV1-46; IGHV3-48; IGHV3-23; IGHV3-7; IGHV2-5; IGKC; IGKV1-16; IGKV3-11; IGKV2-30; IGKV4-1; IGLC2; IGLC3; FCER1A; IGHV1-2; IGLV3-21; MS4A2;	GO:0038095~Fc-epsilon receptor signaling pathway	31	171	18.1286549707602	0	0	0	0	0	0	0
down	PIK3CD; MEFV; PSTPIP1; ITGB2; CSF1R; HCK; CCL5; MIF; CEBPB; TNFRSF1B; ITGAL; CXCR2; CCR7; CHI3L1; MAP2K3; SLC11A1; CASP4; CXCR4; ADAM8; S100A12; THEMIS2; NFAM1; KLRG1; NLRP3; P2RX7; CLEC7A; NLRC4; ADGRE2; PYCARD; LY96; PTGER3; CD14; C5AR1; PTGER4; PPBP; TLR6; TLR4; TLR1; CCL22; IL1F10; PTGER2; CCR1; FPR2;	GO:0006954~inflammatory response	43	381	11.2860892388451	0	0	0	0	0	0	0
down	SIRPB1; DOK2; LILRB3; ADAP1; IGSF6; CD4; CD2; GP1BA; CD3E; CD14; PTPRC; MIF; CXCR2; FPR2; CD27; CCR1; CDA; MERTK; KLRB1; KLRD1; ADGRG3; ADGRF2; NFAM1; KLRG1; IL17RA; P2RX7; DOK1; KLRF1; MARCO; ADGRE2; CYSLTR1; SIGLEC9; LY96; TRBV7-3; CD8A;	GO:0007166~cell surface receptor signaling pathway	35	268	13.0597014925373	0	0	0	0	0	0	0
