feature	factor	value	view
Acidianus brierleyi	Factor1	2.9906479827370635e-6	Archaea metatranscriptome
Acidilobus saccharovorans	Factor1	-3.852322336340438e-8	Archaea metatranscriptome
Archaeoglobus veneficus	Factor1	-1.3872176725789671e-6	Archaea metatranscriptome
Candidatus Methanoplasma termitum	Factor1	3.823876803352915e-6	Archaea metatranscriptome
Candidatus Nitrosocosmicus exaquare	Factor1	-3.0212196152027524e-5	Archaea metatranscriptome
Candidatus Nitrosocosmicus franklandus	Factor1	7.461439614793962e-6	Archaea metatranscriptome
Candidatus Nitrosopelagicus brevis	Factor1	5.424159129529019e-5	Archaea metatranscriptome
Candidatus Prometheoarchaeum syntrophicum	Factor1	-8.003915211372313e-5	Archaea metatranscriptome
Halobiforma lacisalsi	Factor1	-5.511455259163762e-5	Archaea metatranscriptome
Metallosphaera hakonensis	Factor1	-9.595572076245845e-5	Archaea metatranscriptome
Methanobacterium paludis	Factor1	-1.1733559402575961e-5	Archaea metatranscriptome
Methanobrevibacter millerae	Factor1	-3.3848924507398904e-6	Archaea metatranscriptome
Methanobrevibacter ruminantium	Factor1	-2.303255622282678e-5	Archaea metatranscriptome
Methanocella paludicola	Factor1	-7.1345710113966675e-6	Archaea metatranscriptome
Methanohalobium evestigatum	Factor1	-2.0884475489550706e-6	Archaea metatranscriptome
Methanohalophilus portucalensis	Factor1	5.141524686604998e-4	Archaea metatranscriptome
Methanosalsum zhilinae	Factor1	-6.184911454657096e-5	Archaea metatranscriptome
Methanosarcina barkeri	Factor1	-3.351782725183805e-5	Archaea metatranscriptome
Methanosarcina lacustris	Factor1	-4.163061114884117e-5	Archaea metatranscriptome
Natrialba magadii	Factor1	1.2992129172732905e-5	Archaea metatranscriptome
Nitrososphaera viennensis	Factor1	-6.746306361732778e-5	Archaea metatranscriptome
Pyrolobus fumarii	Factor1	-6.573287905402936e-6	Archaea metatranscriptome
Sulfodiicoccus acidiphilus	Factor1	-4.106466375762811e-5	Archaea metatranscriptome
