feature	factor	value	view
A2M	Factor1	-4.039574954389518e-5	Human transcriptome
A2ML1	Factor1	1.209510264523276	Human transcriptome
A4GALT	Factor1	-2.4026191557608587e-7	Human transcriptome
AAAS	Factor1	-3.797457397717028e-5	Human transcriptome
AACS	Factor1	1.8442990297469768e-6	Human transcriptome
AAED1	Factor1	-7.611648578691958e-7	Human transcriptome
AAGAB	Factor1	-3.0875797842106755e-6	Human transcriptome
AAK1	Factor1	0.0013873099770564323	Human transcriptome
AAMP	Factor1	-2.5992676050383214e-5	Human transcriptome
AAR2	Factor1	-2.567362759470227e-7	Human transcriptome
AARS	Factor1	-0.0452454584824249	Human transcriptome
AARS2	Factor1	1.8504579487205766e-7	Human transcriptome
AASDH	Factor1	-3.9505449425427186e-7	Human transcriptome
AASDHPPT	Factor1	-6.255820603428432e-7	Human transcriptome
AASS	Factor1	2.4959632888570963e-6	Human transcriptome
AATF	Factor1	-7.670248801847746e-5	Human transcriptome
AATK	Factor1	3.5496224857324675e-6	Human transcriptome
ABAT	Factor1	1.6257594750899704e-5	Human transcriptome
ABCA1	Factor1	1.3350735647098875e-5	Human transcriptome
ABCA10	Factor1	4.439610692424164e-7	Human transcriptome
ABCA12	Factor1	-4.57316061402675e-6	Human transcriptome
ABCA2	Factor1	9.477782746610872e-7	Human transcriptome
ABCA5	Factor1	6.363192912186948e-5	Human transcriptome
ABCA6	Factor1	3.879824210983767e-7	Human transcriptome
ABCA7	Factor1	-1.9545348559549218e-7	Human transcriptome
ABCA8	Factor1	1.1432569804133816e-7	Human transcriptome
ABCA9	Factor1	3.5289062911515067e-7	Human transcriptome
ABCB10	Factor1	-1.4985365506217717e-6	Human transcriptome
ABCB7	Factor1	8.319633370676199e-8	Human transcriptome
ABCB8	Factor1	-7.140391135835773e-6	Human transcriptome
ABCC1	Factor1	-2.1884872848163436e-5	Human transcriptome
ABCC10	Factor1	2.0159755507623655e-6	Human transcriptome
ABCC3	Factor1	2.391031527213021e-6	Human transcriptome
ABCC4	Factor1	-9.672320928527505e-6	Human transcriptome
ABCC5	Factor1	-1.2338373014373328e-4	Human transcriptome
ABCD1	Factor1	1.1168680099067896e-7	Human transcriptome
ABCD3	Factor1	4.658159631206751e-4	Human transcriptome
ABCD4	Factor1	7.330081018029454e-7	Human transcriptome
ABCE1	Factor1	-9.781427543728656e-6	Human transcriptome
ABCF1	Factor1	-1.9635097981865744e-6	Human transcriptome
ABCF2	Factor1	-3.875247219605658e-6	Human transcriptome
ABCF3	Factor1	-1.270760952565212e-5	Human transcriptome
ABCG1	Factor1	-6.203846402802039e-7	Human transcriptome
ABHD10	Factor1	-7.378603034981233e-7	Human transcriptome
ABHD11	Factor1	1.0144023192703859e-6	Human transcriptome
ABHD12	Factor1	1.8369493188375295e-4	Human transcriptome
ABHD13	Factor1	-3.859276515457717e-7	Human transcriptome
ABHD14B	Factor1	2.4626480879330987e-6	Human transcriptome
ABHD15	Factor1	-4.3153931946718764e-8	Human transcriptome
ABHD17A	Factor1	-8.873260906048946e-8	Human transcriptome
ABHD17B	Factor1	1.4311517215997605e-4	Human transcriptome
ABHD17C	Factor1	1.2001725309178058e-4	Human transcriptome
ABHD18	Factor1	-4.505820896420933e-6	Human transcriptome
ABHD2	Factor1	7.588545398735864e-6	Human transcriptome
ABHD3	Factor1	2.915280386605999e-5	Human transcriptome
ABHD4	Factor1	-9.848437023821423e-5	Human transcriptome
ABHD5	Factor1	0.06138880252794377	Human transcriptome
ABHD6	Factor1	-4.685814453246954e-6	Human transcriptome
ABHD8	Factor1	5.815472920009438e-7	Human transcriptome
ABI1	Factor1	0.04110195269216549	Human transcriptome
ABI2	Factor1	2.7374279628311133e-7	Human transcriptome
ABI3	Factor1	1.0731374129395382e-7	Human transcriptome
ABI3BP	Factor1	9.664083237539612e-7	Human transcriptome
ABL1	Factor1	1.9466195677537097e-5	Human transcriptome
ABL2	Factor1	6.179740759080714e-7	Human transcriptome
ABLIM1	Factor1	0.5614677665092016	Human transcriptome
ABLIM3	Factor1	0.13013717810160913	Human transcriptome
ABO	Factor1	1.4299070305958788e-4	Human transcriptome
ABR	Factor1	6.858735846687404e-5	Human transcriptome
ABRACL	Factor1	1.4652105654205465e-8	Human transcriptome
ABT1	Factor1	-2.6157795208390194e-6	Human transcriptome
ABTB1	Factor1	4.794358501247895e-7	Human transcriptome
ABTB2	Factor1	1.9898888582249436e-4	Human transcriptome
AC005154.6	Factor1	2.6119014856372573e-6	Human transcriptome
AC005682.5	Factor1	-7.326718132581879e-7	Human transcriptome
AC009948.5	Factor1	9.265010637506758e-7	Human transcriptome
AC013461.1	Factor1	-3.681890708978098e-5	Human transcriptome
AC024560.3	Factor1	1.764305812075302e-5	Human transcriptome
AC025171.1	Factor1	-1.1455936906782753e-7	Human transcriptome
AC025335.1	Factor1	9.599984524552355e-7	Human transcriptome
AC074286.1	Factor1	1.2274845585125987e-5	Human transcriptome
AC074289.1	Factor1	1.308984809766288e-7	Human transcriptome
AC093323.3	Factor1	-1.2995306027968878e-7	Human transcriptome
AC093838.4	Factor1	3.182625259407686e-7	Human transcriptome
AC103563.9	Factor1	1.2540726172029834e-7	Human transcriptome
AC137932.5	Factor1	1.8410994258029756e-6	Human transcriptome
ACAA1	Factor1	1.775646600768532e-5	Human transcriptome
ACAA2	Factor1	3.5238451786981955e-6	Human transcriptome
ACACA	Factor1	-9.065881765413754e-5	Human transcriptome
ACACB	Factor1	-7.729147238736419e-8	Human transcriptome
ACAD10	Factor1	2.128265564911064e-6	Human transcriptome
ACAD8	Factor1	4.385076508697681e-6	Human transcriptome
ACAD9	Factor1	-3.527541645135936e-5	Human transcriptome
ACADM	Factor1	0.08765103228510242	Human transcriptome
ACADS	Factor1	-1.0960861081465735e-6	Human transcriptome
ACADSB	Factor1	-1.4898162663988558e-6	Human transcriptome
ACADVL	Factor1	0.0019634084712047734	Human transcriptome
ACAP1	Factor1	3.605179960799059e-7	Human transcriptome
ACAP2	Factor1	2.3513520704642756e-4	Human transcriptome
ACAP3	Factor1	5.237516292585303e-7	Human transcriptome
ACAT1	Factor1	-1.4912739685159382e-6	Human transcriptome
ACAT2	Factor1	-2.5010795185775146e-5	Human transcriptome
ACBD3	Factor1	2.225650424787294e-6	Human transcriptome
ACBD5	Factor1	1.6738088846031923e-6	Human transcriptome
ACBD6	Factor1	-3.4635417314653928e-6	Human transcriptome
ACCS	Factor1	4.3431254200409327e-7	Human transcriptome
ACD	Factor1	-1.2615940784285373e-6	Human transcriptome
ACER1	Factor1	1.8793859442375805e-7	Human transcriptome
ACER3	Factor1	6.829688225685701e-6	Human transcriptome
ACIN1	Factor1	3.2667620518848588e-6	Human transcriptome
ACKR3	Factor1	1.168994523266388e-4	Human transcriptome
ACLY	Factor1	-0.0016918409519866996	Human transcriptome
ACO1	Factor1	-1.9459317984599006e-6	Human transcriptome
