feature	factor	value	view
A2M	Factor1	-2.7613055797813227e-5	Human transcriptome
A2ML1	Factor1	-3.4295834311957917e-4	Human transcriptome
AAAS	Factor1	2.735810439666499e-4	Human transcriptome
AACS	Factor1	0.05077895876449419	Human transcriptome
AAED1	Factor1	1.5829030218691495e-4	Human transcriptome
AAGAB	Factor1	1.0924432418625355e-4	Human transcriptome
AAK1	Factor1	0.07883356846074338	Human transcriptome
AAMP	Factor1	1.5768681096280096e-4	Human transcriptome
AAR2	Factor1	1.5338583102248452e-4	Human transcriptome
AARS	Factor1	0.07875278334212639	Human transcriptome
AARS2	Factor1	-2.2929716379180794e-6	Human transcriptome
AASDH	Factor1	-2.9749627892834286e-5	Human transcriptome
AASDHPPT	Factor1	-8.149180220520432e-6	Human transcriptome
AASS	Factor1	-1.7739522137256097e-4	Human transcriptome
AATF	Factor1	4.594328778930871e-5	Human transcriptome
ABAT	Factor1	-1.3490088059363884e-5	Human transcriptome
ABCA1	Factor1	-0.0021243914833073757	Human transcriptome
ABCA10	Factor1	-1.1940750724192598e-5	Human transcriptome
ABCA12	Factor1	2.8316773634838503e-6	Human transcriptome
ABCA2	Factor1	1.878822107677203e-4	Human transcriptome
ABCA5	Factor1	-0.005237663838316048	Human transcriptome
ABCA6	Factor1	-2.7664060947166274e-5	Human transcriptome
ABCA7	Factor1	-2.687168592170127e-5	Human transcriptome
ABCB1	Factor1	4.75873218991648e-6	Human transcriptome
ABCB10	Factor1	2.3454217521847825e-4	Human transcriptome
ABCB7	Factor1	-2.572208712005626e-4	Human transcriptome
ABCB8	Factor1	3.7078632337603473e-4	Human transcriptome
ABCC1	Factor1	3.1347231457510264e-4	Human transcriptome
ABCC10	Factor1	5.824264184914478e-5	Human transcriptome
ABCC3	Factor1	0.0012738711959319779	Human transcriptome
ABCC4	Factor1	-3.3115877871039425e-4	Human transcriptome
ABCC5	Factor1	-0.0014755443249728842	Human transcriptome
ABCD3	Factor1	3.2152481776870107e-4	Human transcriptome
ABCD4	Factor1	-1.1667890147439235e-4	Human transcriptome
ABCE1	Factor1	8.256052719602724e-4	Human transcriptome
ABCF1	Factor1	0.027350780206195795	Human transcriptome
ABCF2	Factor1	5.449676683322968e-5	Human transcriptome
ABCF3	Factor1	8.829860408876301e-5	Human transcriptome
ABCG1	Factor1	-1.2352629000952762e-4	Human transcriptome
ABHD10	Factor1	1.0129909273695422e-4	Human transcriptome
ABHD12	Factor1	3.645461095175995e-5	Human transcriptome
ABHD13	Factor1	-5.4567001138334396e-5	Human transcriptome
ABHD14B	Factor1	-9.527181856718505e-5	Human transcriptome
ABHD15	Factor1	1.384192556376107e-4	Human transcriptome
ABHD17A	Factor1	1.831736193623063e-4	Human transcriptome
