DGE	Genes	Process~name	num_of_Genes	gene_group	percentage%	P-value	Benjamini and Hochberg (FDR)	 Hommel singlewise process	Bonferroni single-step process	Hommel singlewise process	Hochberg step-up process	Benjamini and Yekutieli
up	TNFSF14; NOL3; RTN3; PAK4; CST3; IL2RA; CD2; GZMB; NCF1; DCC; TNFSF10; BCAP31; MAP3K9; BAX; ADAM15; PDCD1; STEAP3; TRAF7; UNC5D; THOC6; TMEM219; TMEM102; PPP1R13L; INPP5D; MUL1; KREMEN1; MYD88; BAG1; NUAK2; NLRC4; PAK6; BOK; CASP14; PYCARD;	GO:0006915~apoptotic process	34	552	6.15942028985507	0	0	0	0	0	0	0
up	CXCR6; IRAK2; PSTPIP1; RPS6KA4; KNG1; CSF1; ADORA3; SDC1; HK1; ITGAL; PTGS1; EPHA2; BDKRB2; BCL6; BDKRB1; RAC1; THEMIS2; MYD88; CLEC7A; NLRC4; PYCARD; F11R; CCR3; CXCL13; C3AR1; TNFRSF4; CCL13; IL2RA; HRH4;	GO:0006954~inflammatory response	29	381	7.61154855643045	0	0	0	0	0	0	0
up	TNFSF11; TNFSF14; CXCL13; IL2RA; CD4; CD8A; IGHV1-46; IGHV3-48; IGHV3-53; IGHV3-7; C1QC; CSF2; CD7; CTLA4; IL32; IL2RG; TNFRSF4; TNFSF10; IL27RA; TNFSF13B; IGKV2D-29; CXCR6; IGKV1-27; IGLV2-18; CCR3; IGKV1-6; HLA-F; IGKV3D-11; CD1B; IGKV2-24;	GO:0006955~immune response	30	433	6.9284064665127	0	0	0	0	0	0	0
up	SPINT1; RARG; SDC4; GRHL2; PHACTR4; FUZ; ST14;	GO:0001843~neural tube closure	7	78	8.97435897435897	0.00010298569342392	0.00325943032304046	0.243149222173897	0.250976134874116	0.196599688746281	0.243149222173897	0.027300805449564
up	YKT6; PLEK; EXOC6B; VPS18; RAB3D;	GO:0006904~vesicle docking involved in exocytosis	5	33	15.1515151515152	0.00011117511705305	0.00338667200322862	0.262262101128152	0.27093376025829	0.206563367484572	0.262150926011099	0.0283665746213536
up	RAC1; PTPRO; CYFIP1; ARHGEF4; ABLIM2;	GO:0030032~lamellipodium assembly	5	33	15.1515151515152	0.00011117511705305	0.00338667200322862	0.262262101128152	0.27093376025829	0.206563367484572	0.262150926011099	0.0283665746213536
down	SERPINE1; ITGA2B; MFAP2; COL4A6; PXDN; COL22A1; MMP16;	GO:0030198~extracellular matrix organization	7	230	3.04347826086957	0.00012500199272291	0.0257032100980192	0.127502032577376	0.127877038555544	0.115724345423303	0.127502032577376	0.192984819176388
up	GMFG; NUPR1; CTSA; PSEN2; NCF4; PHACTR4; APH1A;	GO:0043085~positive regulation of catalytic activity	7	81	8.64197530864197	0.00012822400042922	0.00385780109933352	0.302223969011677	0.312481889046015	0.223971338092307	0.302223969011677	0.0323127254881071
up	GJB5; KRT15; CASP14; KRT31; GRHL2; CERS3; POU2F3;	GO:0008544~epidermis development	7	82	8.53658536585366	0.00013767191399061	0.00409154212676975	0.32435502936188	0.33550645439512	0.233353894214086	0.32435502936188	0.0342705272151479
up	GPX4; PLCD1; PLBD1; PLA2G4D; GDE1; PLPPR2;	GO:0006644~phospholipid metabolic process	6	57	10.5263157894737	0.00014434648750716	0.00423822156692719	0.339935978079369	0.351772390054957	0.240012116670601	0.339935978079369	0.0354991059734917
up	CD4; ERBB2; JAK3;	GO:0007167~enzyme linked receptor protein signaling pathway	3	6	50	0.00015785829066694	0.00453744082274774	0.37159841622999	0.384700654355347	0.252505114123259	0.37159841622999	0.0380053496665
up	HIST1H2BO; HIST2H2BE; HIST1H2BH; H2AFY2; HIST1H2BD; HIST2H2BF; HIST3H2BB;	GO:0006334~nucleosome assembly	7	84	8.33333333333333	0.00015826116944339	0.00453744082274774	0.372388531700312	0.385682469933558	0.252901348770548	0.372388531700312	0.0380053496665
up	AP2A1; EPHA2; PSEN2; AP2S1; EPHB3; RAC1; APH1A;	GO:0048013~ephrin receptor signaling pathway	7	86	8.13953488372093	0.00018127334363227	0.00505536988827889	0.426173630879469	0.441763138431845	0.272831652888794	0.426173630879469	0.0423434944505095
up	IL17RC; MYD88; CLEC7A; NOD2;	GO:1900017~positive regulation of cytokine production involved in inflammatory response	4	19	21.0526315789474	0.00018254926145611	0.00505536988827889	0.42899076442186	0.444872550168542	0.274006441445622	0.42899076442186	0.0423434944505095
up	CXCL13; KNG1; BDKRB2; BDKRB1; BCAP31; HRH4; CXCR6; CCR3; C3AR1;	GO:0007204~positive regulation of cytosolic calcium ion concentration	9	150	6	0.00020209806166193	0.00548101577640726	0.474728346843891	0.492512976270141	0.288191835929922	0.474728346843891	0.0459086805200064
up	TNFSF11; SYK; MAP3K9; MAP4K1; MUL1;	GO:0007257~activation of JUN kinase activity	5	38	13.1578947368421	0.00020243209373249	0.00548101577640726	0.475310556083901	0.493327012426094	0.288465733568807	0.475310556083901	0.0459086805200064
up	BCL6; YAP1; SHROOM2; TBCC; PTPRO; CDH1; CYFIP1;	GO:0000902~cell morphogenesis	7	88	7.95454545454545	0.00020691565507979	0.00548101577640726	0.485631042472286	0.504253451429468	0.291224546358494	0.485424126817206	0.0459086805200064
up	ATP6V0E1; ATP6V1B2; GRB2; EIF4EBP2; ATP6V0B; BAIAP2; GRB7;	GO:0008286~insulin receptor signaling pathway	7	88	7.95454545454545	0.00020691565507979	0.00548101577640726	0.485631042472286	0.504253451429468	0.291224546358494	0.485424126817206	0.0459086805200064
up	NCF1; RAC1; NCF4; MAPKAPK3; CYFIP1; BAIAP2;	GO:0048010~vascular endothelial growth factor receptor signaling pathway	6	64	9.375	0.00025858997303851	0.00677616950854688	0.606393486775316	0.63018376429486	0.323336351092393	0.606393486775316	0.056756815489628
up	BCL6; TNFRSF4; TNFSF13B; SASH3; TNFRSF13C;	GO:0030890~positive regulation of B cell proliferation	5	41	12.1951219512195	0.00027944687338155	0.00724480883437062	0.655023471206354	0.681012030430838	0.334663364959995	0.655023471206354	0.0606821121802455
up	F13A1; KNG1; HRG; VWF; PSAP; PLEK; CD9; CYB5R1;	GO:0002576~platelet degranulation	8	124	6.45161290322581	0.00028534849271655	0.00731993975526568	0.668571518434883	0.695394276750239	0.337765160853352	0.668571518434883	0.0613114045569235
up	SFN; BAX; BCL2L1; BOK;	GO:0001836~release of cytochrome c from mitochondria	4	22	18.1818181818182	0.00029910221853723	0.00749058759227071	0.700497395814215	0.728912106575252	0.344239054452424	0.700497395814215	0.0627407412620314
