feature	factor	value	view
Acidianus sulfidivorans	Factor1	0.030125701791890547	Archaea metatranscriptome
Acidilobus saccharovorans	Factor1	0.007657712065967613	Archaea metatranscriptome
Candidatus Nitrosopelagicus brevis	Factor1	6.398247104395637	Archaea metatranscriptome
Metallosphaera hakonensis	Factor1	0.002394604322173188	Archaea metatranscriptome
Methanococcus maripaludis	Factor1	0.0019237009430686923	Archaea metatranscriptome
Methanofervidicoccus sp. A16	Factor1	0.00936156394306168	Archaea metatranscriptome
Methanohalophilus portucalensis	Factor1	0.043235271073063186	Archaea metatranscriptome
Methanosarcina barkeri	Factor1	0.12312191049440038	Archaea metatranscriptome
Methanosarcina lacustris	Factor1	6.946283181908802e-4	Archaea metatranscriptome
Methanosarcina mazei	Factor1	0.006861273374732691	Archaea metatranscriptome
Thermococcus litoralis	Factor1	0.0033120011381186864	Archaea metatranscriptome
Thermococcus thioreducens	Factor1	0.04011070332349538	Archaea metatranscriptome
Acidianus sulfidivorans	Factor2	9.171226595010494e-7	Archaea metatranscriptome
Acidilobus saccharovorans	Factor2	3.3036362902555098e-6	Archaea metatranscriptome
Candidatus Nitrosopelagicus brevis	Factor2	-7.92388950769401e-7	Archaea metatranscriptome
Metallosphaera hakonensis	Factor2	3.186074172721056e-6	Archaea metatranscriptome
Methanococcus maripaludis	Factor2	9.825016147107909e-6	Archaea metatranscriptome
Methanofervidicoccus sp. A16	Factor2	3.396459174201999e-6	Archaea metatranscriptome
Methanohalophilus portucalensis	Factor2	6.849975330308902e-7	Archaea metatranscriptome
Methanosarcina barkeri	Factor2	-5.615023705646744e-8	Archaea metatranscriptome
Methanosarcina lacustris	Factor2	2.962068840281232e-6	Archaea metatranscriptome
Methanosarcina mazei	Factor2	2.5449465300880126e-6	Archaea metatranscriptome
Thermococcus litoralis	Factor2	5.45507923319182e-6	Archaea metatranscriptome
Thermococcus thioreducens	Factor2	2.2195013874890844e-7	Archaea metatranscriptome
Acidianus sulfidivorans	Factor3	2.423284736635715e-6	Archaea metatranscriptome
Acidilobus saccharovorans	Factor3	4.251365220639201e-6	Archaea metatranscriptome
Candidatus Nitrosopelagicus brevis	Factor3	-8.475844546809544e-7	Archaea metatranscriptome
Metallosphaera hakonensis	Factor3	3.8119258758023408e-6	Archaea metatranscriptome
Methanococcus maripaludis	Factor3	2.5538587904910483e-6	Archaea metatranscriptome
Methanofervidicoccus sp. A16	Factor3	3.6876707017710933e-6	Archaea metatranscriptome
Methanohalophilus portucalensis	Factor3	5.188135088076408e-7	Archaea metatranscriptome
Methanosarcina barkeri	Factor3	-1.8815093275998452e-6	Archaea metatranscriptome
Methanosarcina lacustris	Factor3	1.8651927602474083e-6	Archaea metatranscriptome
Methanosarcina mazei	Factor3	2.8599965386923805e-6	Archaea metatranscriptome
Thermococcus litoralis	Factor3	4.281641202744549e-6	Archaea metatranscriptome
Thermococcus thioreducens	Factor3	3.1746778125957917e-7	Archaea metatranscriptome
Acidianus sulfidivorans	Factor4	-4.965440664209357e-6	Archaea metatranscriptome
Acidilobus saccharovorans	Factor4	-1.2254047527115766e-5	Archaea metatranscriptome
Candidatus Nitrosopelagicus brevis	Factor4	2.540916773338989e-6	Archaea metatranscriptome
Metallosphaera hakonensis	Factor4	-1.1816596773226176e-5	Archaea metatranscriptome
Methanococcus maripaludis	Factor4	-1.8925573796663967e-5	Archaea metatranscriptome
Methanofervidicoccus sp. A16	Factor4	-1.132722119186394e-5	Archaea metatranscriptome
Methanohalophilus portucalensis	Factor4	-2.841100311492927e-6	Archaea metatranscriptome
Methanosarcina barkeri	Factor4	1.9766404873095082e-6	Archaea metatranscriptome
Methanosarcina lacustris	Factor4	-7.122371522719206e-6	Archaea metatranscriptome
Methanosarcina mazei	Factor4	-8.875038662489951e-6	Archaea metatranscriptome
Thermococcus litoralis	Factor4	-2.2414375476591495e-5	Archaea metatranscriptome
Thermococcus thioreducens	Factor4	-1.0172664996091777e-6	Archaea metatranscriptome
Acidianus sulfidivorans	Factor5	-5.99396986705232e-7	Archaea metatranscriptome
Acidilobus saccharovorans	Factor5	-2.0289213965623853e-6	Archaea metatranscriptome
Candidatus Nitrosopelagicus brevis	Factor5	3.8291062803190147e-07	Archaea metatranscriptome
Metallosphaera hakonensis	Factor5	-4.3600428878221336e-7	Archaea metatranscriptome
Methanococcus maripaludis	Factor5	-1.0780018828459476e-6	Archaea metatranscriptome
Methanofervidicoccus sp. A16	Factor5	-5.300448505055868e-7	Archaea metatranscriptome
Methanohalophilus portucalensis	Factor5	-7.4641293477908055e-07	Archaea metatranscriptome
Methanosarcina barkeri	Factor5	-8.334821894043423e-7	Archaea metatranscriptome
