group	factor	Archaea metatranscriptome	Bacteria metatranscriptome	Eukaryota metatranscriptome	Human transcriptome	Viruses metatranscriptome
Esophagus_Control	Factor1	78.76992874286263	1.7185644227864727	62.96597249160107	0.01984579559342059	48.33611960129771
Esophagus_Control	Factor2	-1.3160780709675635e-5	-1.8658166631787987	-0.11937588184733894	0.12769318415248865	0.0036762565071901676
Esophagus_Control	Factor3	-1.9981397914037302e-5	-1.27712514297329e-4	-0.10430877301752517	0.2066586010745941	0.026447977993371286
Esophagus_Control	Factor4	-3.512614021872196e-5	-1.3590527457739032	-0.07629327140907805	0.04816979443840186	0.004281329413646784
Esophagus_Control	Factor5	-1.764342552057485e-5	-1.4330016606667328e-4	0.036687980924932084	0.46794097653566347	0.5987919496321714
Esophagus_ECs_Control	Factor1	12.814736971554208	9.807168258380017e-4	0.048836995605550104	-4.04966524758521e-6	6.795214804178329e-5
Esophagus_ECs_Control	Factor2	0.014997063937638444	6.2839835920085685	1.1189090229812848	1.1358356391293678	-0.010922847822381065
Esophagus_ECs_Control	Factor3	0.014838318333321165	6.34314112435419e-4	1.0979357259480516	1.3444804816090228	-0.012007935479485532
Esophagus_ECs_Control	Factor4	0.0323341736683358	2.6509641311399657	0.746836853673527	0.2933461795534331	-0.007004593461434894
Esophagus_ECs_Control	Factor5	0.005045544834481053	3.161884572278062e-4	0.0612364516090258	0.7714442652516418	0.180480352766621
