DGE	Genes	Process~name	num_of_Genes	gene_group	percentage%	P-value	Benjamini and Hochberg (FDR)	 Hommel singlewise process	Bonferroni single-step process	Hommel singlewise process	Hochberg step-up process	Benjamini and Yekutieli
down	FN1; APP; LAMB1; THBS1; LAMC1; COL6A1; COL6A2; COL6A3; ENG; COL5A1; CXCL12; MFAP4; DST; LGALS3BP; LAMC2; IGFBP7; LAMA4; MXRA8; SPON2; TGFBI;	GO:0007155~cell adhesion	20	454	4.40528634361234	0	0	0	0	0	0	0
down	SOCS3; CALU; C3; TIMP1; FN1; APP; LAMB1; LGALS1; CSF1; LAMC1; BMP4; IGFBP3; IGFBP4; IGFBP5; FBN1; LAMB2; FSTL1; SPARCL1; IGFBP7; EPAS1; MXRA8;	GO:0043687~post-translational protein modification	21	344	6.1046511627907	0	0	0	0	0	0	0
down	FOS; JUN; JUNB; FOSB;	GO:0071277~cellular response to calcium ion	4	82	4.8780487804878	0.00010936199733657	0.00127648757546955	0.142498682529559	0.155731484207285	0.0881457698532808	0.142498682529559	0.0100061203896518
down	PDGFRB; PDGFRA; PLAT;	GO:0048008~platelet-derived growth factor receptor signaling pathway	3	30	10	0.00011384249052093	0.00130735247178877	0.148222922658254	0.162111706501808	0.0901632524925784	0.148109080167733	0.010248063887042
down	IGFBP3; COMT; IGFBP5;	GO:0048662~negative regulation of smooth muscle cell proliferation	3	30	10	0.00011384249052093	0.00130735247178877	0.148222922658254	0.162111706501808	0.0901632524925784	0.148109080167733	0.010248063887042
down	C3; APP; BMP4; ENG; PTK2;	GO:0001934~positive regulation of protein phosphorylation	5	161	3.1055900621118	0.00011668040904433	0.00132922321983305	0.151684531757634	0.166152902479132	0.0914774406907579	0.151684531757634	0.0104195041283325
down	PDGFRB; PDGFRA; PTK2;	GO:0043552~positive regulation of phosphatidylinositol 3-kinase activity	3	31	9.67741935483871	0.00012460033549799	0.00137892239917395	0.161731235476395	0.177430877749142	0.0949454556494707	0.161606635140897	0.0108090856497735
down	COL1A1; MMP2; PDGFRA;	GO:0060325~face morphogenesis	3	31	9.67741935483871	0.00012460033549799	0.00137892239917395	0.161731235476395	0.177430877749142	0.0949454556494707	0.161606635140897	0.0108090856497735
down	BMP4; ENG; EGR1; FSTL1;	GO:0030509~BMP signaling pathway	4	85	4.70588235294118	0.00012491642520606	0.00137892239917395	0.161891687067063	0.17788098949344	0.0950613995818174	0.161891687067063	0.0108090856497735
down	FOS; JUN; EGR1; FOSB; TSC22D1; EPAS1;	GO:0006366~transcription by RNA polymerase II	6	266	2.25563909774436	0.00013392423412139	0.00146698545683745	0.173431883187208	0.190708109388869	0.0984343120792264	0.173431883187208	0.0114993936275363
down	CTSL; CTSK; CTSC;	GO:0051603~proteolysis involved in cellular protein catabolic process	3	32	9.375	0.00013599877437331	0.00147833782219541	0.175982414039068	0.193662254707599	0.0991431065181457	0.175982414039068	0.0115883824564619
down	COL1A1; LMNA; BMP4;	GO:0034504~protein localization to nucleus	3	34	8.82352941176471	0.00016078374653594	0.00172147409824948	0.207893384270973	0.228956055067181	0.108046677672153	0.207732600524437	0.0134942771130501
