DGE	Genes	Process~name	num_of_Genes	gene_group	percentage%	P-value	Benjamini and Hochberg (FDR)	 Hommel singlewise process	Bonferroni single-step process	Hommel singlewise process	Hochberg step-up process	Benjamini and Yekutieli
up	S100A7; CXCL17; S100A14;	GO:0090026~positive regulation of monocyte chemotaxis	3	18	16.6666666666667	0.00010786941134	0.00390256120312215	0.10635923958124	0.10927171368742	0.0931244836110422	0.10635923958124	0.0292628894942813
up	S100A7; DEFB1; PGLYRP3; RNASE7;	GO:0019730~antimicrobial humoral response	4	52	7.69230769230769	0.00011552868934527	0.00394022907681066	0.1137957590051	0.117030562306768	0.0976066281314548	0.1137957590051	0.0295453375502783
down	ALOX5AP; HBG2; HBM;	GO:0098869~cellular oxidant detoxification	3	77	3.8961038961039	0.00015001297642491	0.0028638840953848	0.0598551775935423	0.0630054500984656	0.0516044638901718	0.0598551775935423	0.0189550761949167
up	PTN; SOX2; KLK6;	GO:0042246~tissue regeneration	3	22	13.6363636363636	0.0001841106629532	0.00545650451603623	0.18079667102005	0.186504101571599	0.134374471548347	0.180612560357096	0.0409149479962217
up	KRT16; KRT3; KRT6C;	GO:0045104~intermediate filament cytoskeleton organization	3	22	13.6363636363636	0.0001841106629532	0.00545650451603623	0.18079667102005	0.186504101571599	0.134374471548347	0.180612560357096	0.0409149479962217
up	KLK8; EGFR; BMP7; WNT7B;	GO:0048812~neuron projection morphogenesis	4	62	6.45161290322581	0.00021896218522399	0.00599482955761902	0.21392605496384	0.221808693631904	0.148675323767091	0.21392605496384	0.0449515140829339
down	TYROBP; GMFG; CD53; CD79B; LILRA2; LILRB2; CMTM2;	GO:0007165~signal transduction	7	989	0.70778564206269	0.00027718278736488	0.00415774181047324	0.108932835434399	0.116416770693251	0.0798286427610861	0.108932835434399	0.0275186809910761
down	PF4; PF4V1; TREML1;	GO:0030168~platelet activation	3	102	2.94117647058824	0.00033457539485215	0.00466074315553609	0.130818979387192	0.140521665837905	0.0896662058203774	0.130818979387192	0.0308478760647095
down	S1PR4; PF4; ADGRE3;	GO:0007189~adenylate cyclase-activating G protein-coupled receptor signaling pathway	3	103	2.9126213592233	0.00034400723290861	0.00466074315553609	0.13416282083436	0.144483037821619	0.0911619167207833	0.13416282083436	0.0308478760647095
up	FOXE1; TGM3; FOXQ1;	GO:0031069~hair follicle morphogenesis	3	28	10.7142857142857	0.0003528145629803	0.0089350288074763	0.34364138434282	0.357401152299052	0.197516722507208	0.34364138434282	0.0669982473080039
