feature	factor	value	view
A2M	Factor1	2.777006559426112e-6	Human transcriptome
A2ML1	Factor1	-0.37916429648169664	Human transcriptome
A4GALT	Factor1	-5.811941921419607e-8	Human transcriptome
AAAS	Factor1	2.4265762099653467e-6	Human transcriptome
AACS	Factor1	1.4365164961949508e-5	Human transcriptome
AAED1	Factor1	4.1157196946830913e-7	Human transcriptome
AAGAB	Factor1	1.168953442939246e-6	Human transcriptome
AAK1	Factor1	-7.806955339771595e-4	Human transcriptome
AAMP	Factor1	2.5783279749871943e-5	Human transcriptome
AAR2	Factor1	1.4422119580959935e-6	Human transcriptome
AARS	Factor1	5.918023060968587e-5	Human transcriptome
AARS2	Factor1	1.453694331588817e-6	Human transcriptome
AASDH	Factor1	-1.4551251447889218e-6	Human transcriptome
AASDHPPT	Factor1	1.642934755521289e-7	Human transcriptome
AASS	Factor1	-8.045749308154399e-7	Human transcriptome
AATF	Factor1	3.4979318468165234e-6	Human transcriptome
AATK	Factor1	-1.4239481842718934e-7	Human transcriptome
ABAT	Factor1	5.146340938417731e-7	Human transcriptome
ABCA1	Factor1	-7.645474014362432e-6	Human transcriptome
ABCA10	Factor1	4.138695820728951e-8	Human transcriptome
ABCA12	Factor1	-8.800885999248453e-8	Human transcriptome
ABCA2	Factor1	-8.742105289038871e-7	Human transcriptome
ABCA5	Factor1	-5.333369216972953e-5	Human transcriptome
ABCA6	Factor1	-4.4569558511822933e-7	Human transcriptome
ABCA7	Factor1	-1.991825646203559e-6	Human transcriptome
ABCA8	Factor1	4.295208585349662e-8	Human transcriptome
ABCA9	Factor1	-3.852450074525282e-7	Human transcriptome
ABCB1	Factor1	3.1403026487258017e-7	Human transcriptome
ABCB10	Factor1	-1.5606474605475993e-6	Human transcriptome
ABCB7	Factor1	-3.6060114458244194e-7	Human transcriptome
ABCB8	Factor1	9.74515528154025e-7	Human transcriptome
ABCC1	Factor1	7.451665982914583e-6	Human transcriptome
ABCC10	Factor1	7.336652700074417e-7	Human transcriptome
ABCC3	Factor1	2.711158039768196e-6	Human transcriptome
ABCC4	Factor1	2.0262112915326073e-6	Human transcriptome
ABCC5	Factor1	2.3449324470596966e-6	Human transcriptome
ABCD1	Factor1	-9.937873876774214e-8	Human transcriptome
ABCD3	Factor1	-2.946053952182025e-6	Human transcriptome
ABCD4	Factor1	1.3276597243058765e-6	Human transcriptome
ABCE1	Factor1	-2.2556060456657347e-6	Human transcriptome
ABCF1	Factor1	1.8705379769061503e-7	Human transcriptome
ABCF2	Factor1	8.919034970486541e-7	Human transcriptome
ABCF3	Factor1	3.0058190594584044e-6	Human transcriptome
ABCG1	Factor1	4.1702944757559184e-7	Human transcriptome
ABHD10	Factor1	-6.694037121306415e-7	Human transcriptome
ABHD11	Factor1	-3.556894513404332e-7	Human transcriptome
ABHD12	Factor1	1.261746252973041e-5	Human transcriptome
ABHD13	Factor1	-5.340851448161018e-7	Human transcriptome
ABHD14B	Factor1	1.1926889251792766e-6	Human transcriptome
ABHD15	Factor1	-1.0704122762650414e-8	Human transcriptome
ABHD17A	Factor1	1.982801023497452e-6	Human transcriptome
ABHD17B	Factor1	-8.890577141245613e-6	Human transcriptome
ABHD17C	Factor1	2.571351243098188e-7	Human transcriptome
ABHD18	Factor1	-1.7982210749765517e-6	Human transcriptome
ABHD2	Factor1	-3.724871276665416e-5	Human transcriptome
ABHD3	Factor1	-2.194715030252551e-5	Human transcriptome
ABHD4	Factor1	1.1651758290326471e-4	Human transcriptome
ABHD5	Factor1	-2.4290528623638277e-5	Human transcriptome
ABHD6	Factor1	-6.99034914783095e-8	Human transcriptome
ABHD8	Factor1	3.5554150329099056e-7	Human transcriptome
ABI1	Factor1	-8.71811279889484e-5	Human transcriptome
ABI2	Factor1	2.6238703452344916e-6	Human transcriptome
ABI3BP	Factor1	-1.1865970045313099e-5	Human transcriptome
ABL1	Factor1	9.926552847317577e-7	Human transcriptome
ABL2	Factor1	9.63635196829596e-6	Human transcriptome
ABLIM1	Factor1	-0.18411911143806386	Human transcriptome
ABLIM3	Factor1	-1.8904728207710577e-5	Human transcriptome
ABR	Factor1	4.3406829343504466e-5	Human transcriptome
