DGE	Genes	Process~name	num_of_Genes	gene_group	percentage%	P-value	Benjamini and Hochberg (FDR)	 Hommel singlewise process	Bonferroni single-step process	Hommel singlewise process	Hochberg step-up process	Benjamini and Yekutieli
up	SFI1; PPP1R12A; ENSA; SSNA1; PPP1R12B; DCTN3; CDK14; HAUS5; PCNT; LATS1; TUBB; ABCB1; CALM3; PRKACA; CDK2; PPP2R1A; WEE1; CDKN2B; PAFAH1B1; CSNK1D; CSNK1E; DNM2; CDK7; CCNH; MNAT1; ARPP19; ACTR1A; YWHAG; YWHAE; PPP2R2A; DYNLL1; SKP1; TUBB4B; KHDRBS1; DYNC1I2; DCTN2; CUL1; CKAP5; DCTN1; DYNC1H1; PCM1; MAPRE1; ODF2; CEP78; TAF2; TUBA1A; CLASP1; CNTRL; SDCCAG8; KDM8; CCNY; NEDD1; ALMS1; BRSK1; MASTL; AJUBA; CEP63; CDK5RAP2; HAUS7; AKAP9; CEP250; CEP41; FBXL15; PLK3; HAUS4; KAT14; CENPJ; HAUS2; NDE1; CEP72; LCMT1; FBXL7; FBXW11; CEP164; BTRC; PPME1; FBXL8; FBXL22; FBXL3; FBXL12; FBXL18;	GO:0000086~G2/M transition of mitotic cell cycle	81	133	60.9022556390977	0	0	0	0	0	0	0
up	WDR46; NVL; RRP8; SUV39H1; RRP9; DKC1; POP7; RPS17; EIF4A3; RPS19; RPL5; RPS9; SNU13; RPS14; RPS6; RPS15; NOP14; RPP38; EXOSC10; EXOSC9; TBL3; C1D; FRG1; PDCD11; BMS1; NOLC1; EXOSC7; PWP2; EXOSC6; NOL9; DIEXF; WDR74; DHX37; PELP1; RBFA; DDX51; DDX17; EMG1; UTP4; EXOSC8; RRP36; IMP4; DDX27; WDR18; NOC4L; SENP3; NOL6; WDR55; ISG20L2; EXOSC3; UTP3; DDX56; UTP6; CHD7; MRM2; DIS3; RCL1; DDX52; WBP11; FCF1; UTP11; RRP7A; SBDS; EXOSC1; UTP18; DDX49; POP5; DDX54; DDX10; RPF1; MDN1; RRP1; RRP1B; PIH1D1; BYSL; RRP7BP;	GO:0006364~rRNA processing	76	139	54.6762589928058	0	0	0	0	0	0	0
up	SUPT5H; POLR2D; CCNT1; CCNT2; CCNK; ERCC2; NELFE; POLR2C; POLR2E; ERCC3; TCEA1; POLR2A; POLR2B; GTF2H1; GTF2F1; POLR2I; MLLT3; CDK7; CDK9; CCNH; MNAT1; NCBP2; POLR2H; POLR2J; POLR2K; ELL; POLR2F; POLR2G; MLLT1; NCBP1; GTF2H3; ADRM1; CDC73; CTR9; GTF2H5; SUPT6H; NELFCD; PAF1; LEO1; NELFB; RTF1; EAF2; ELP4; EAF1; IWS1; SETD2; WDR61; NELFA; ENY2; AFF4; CTDP1; ELOF1; CDK13; PBRM1;	GO:0006368~transcription elongation from RNA polymerase II promoter	54	71	76.056338028169	0	0	0	0	0	0	0
up	BMPR1B; PIK3CD; STK25; ADAM10; RIOK3; BCKDK; IKBKB; CASK; GAK; CHUK; PDPK1; MAP3K13; DAPK3; PRKAB2; GMFG; CCNT1; BRD4; HUS1; CPNE3; ULK1; ERN1; PRKRA; RPS6KA4; CCNK; TRIO; STK17B; STK10; MAP3K6; OXSR1; LATS1; ABL1; TGFB1; RAF1; ERBB2; NTRK1; PRKCB; INSR; LCK; LYN; HCK; ROS1; FGR; RARA; BCR; ERG; PIM1; FGFR1; PSKH1; BRAF; PHKG2; CREB1; PPP3CB; FER; PRKCA; PRKACA; ERCC2; ERCC3; CDK11B; TAF1; CFL1; PRKCH; CDK2; MARK3; MAPK1; TYK2; CCND3; AKT1; GRK4; RYK; BMPR1A; ACVR1B; TGFBR1; CSK; PRKCI; PIK3CA; MTOR; GRK6; ZAP70; SYK; MAPK9; CSNK1A1; CSNK1D; PIK3CG; MAPKAPK2; CSNK1E; CLK2; CLK3; GSK3A; GSK3B; STK19; RASSF2; CDK9; IRAK1; CCL11; BMX; MNAT1; NEK3; NEK4; LIMK1; LIMK2; RIPK4; CSNK2A1; SRPK2; CSNK1G2; PRKDC; MAP3K9; CDK5; MAP2K1; ACVR1; PRKCZ; PRKCD; DMPK; ST3GAL1; AKAP13; MAP4K2; ILF3; STK4; PRKAA1; PAK1; PAK2; PTK7; ATM; CTBP1; ILK; ROCK1; TNK1; SQSTM1; CAMK2G; DYRK1A; PTK6; CAMK1; CCNI; PTK2B; FASTK; GAS6; PDK1; PDK2; PRKD1; STK38; STK11; PKN1; PKN2; MAP3K11; PHKG1; DGUOK; AAK1; ADCK5; FASTKD1; PAN3; CCNJ; CDC42BPA; CDC42BPG; MAST2; SCYL2; MEX3B; MARK2; TAOK1; FASTKD5; STRADA; ADCK2; NEK8; ADCK1; TLK2; HIPK1; CAMK1D; CCNJL; MAP4K3; GLYCTK; LMTK2; FAM20C; PDIK1L; STK40; CAMKK1; PIK3C3; BRSK1; STK35; PPP4R1; NPRL2; TRIB2; MAML1; DYRK2; MAP4K1; TBRG4; SGK3; ULK4; WNK4; MARK4; LMTK3; CAMKK2; RPS6KC1; TP53RK; TESK2; SRPK1; PIK3R4; SMAD5; RIOK1; PINK1; WNK3; PRKD2; STRADB; NUAK2; TAOK3; HIPK3; WNK1; PLK3; POMK; BIRC6; PICK1; SNRK; LATS2; EIF2AK3; PIM2; FNIP2; STK26; EIF2AK4; NLK; HCST; STK39; PRKAG2; HSPB8; TLK1; CDK11A; CAMK2A; AKT3; STK38L; MAP3K2; PRKAB1; MAP4K5; CDC42BPB; STK24; RPS6KL1; BMPR2; CDK19; PHKA2; HUNK; RPS6KB2; CDK13; CDK10; CDK12; PRPF4B; RPS6KB1; ACVR2A; RPS6KA3; PHKB; CDK14; CDK7; NRBP1; CDK16; CDK3; CDK17; RPS6KA2; FAM20B; NRBP2; CDKL5; PEAK1; CDK8;	GO:0006468~protein phosphorylation	256	482	53.1120331950208	0	0	0	0	0	0	0
up	PPP6C; CTDSP2; PPP1R12A; PPM1G; PHLPP1; DUSP11; PPM1B; SBF1; CTDNEP1; PPP1R3D; LCK; PTPRC; PPP3CB; PTPN3; PTPN4; PTPN6; PPP2R1A; PPM1A; PPP3CC; PPP5C; PTEN; PPP4C; PPP1CA; PPP2CB; PPP3R1; PPP2R2A; PPP2CA; DUSP2; CTDSPL2; PPP2R3A; PPP3CA; DLG1; MTM1; CAMK2G; MTMR2; MTMR3; PPP2R5D; PPP2R5A; PTPN14; STK11; PTPN21; TIMM50; PPP4R3B; PPM1L; PHLPP2; PPP1R3B; PPP4R1; STYX; SSH1; PDXP; PTPN18; CPPED1; CTDSP1; LHPP; ILKAP; PPP1R3E; PHPT1; SDHAF2; MTMR4; CTTNBP2NL; PDP2; FBXW11; MTMR6; BTRC; CTDP1; PPP4R2; PTPRF; DUSP12; PTPN9; PTPRA; PPP2R5E; PPP2R5B; PPP2R5C; PTPRJ;	GO:0006470~protein dephosphorylation	74	137	54.014598540146	0	0	0	0	0	0	0
up	PIK3CD; PITPNM1; PIK3C2B; CDIPT; PIP5K1B; SYNJ2; INPPL1; SYNJ1; PIP5K1C; SBF1; PLCG2; RAB4A; RAB5A; PIK3CA; PIK3CB; PI4KA; PIP4K2A; PIK3CG; BMX; PTEN; RAB14; ARF3; PIP4K2B; ARF1; OCRL; MTM1; MTMR1; MTMR2; MTMR3; INPP5J; SLC27A1; MTMR14; PIK3C3; PIP4K2C; FIG4; INPP5D; PLEKHA8; INPP4A; MTMR9; RUFY1; PIK3R4; PIP5K1A; INPP5K; PI4K2A; PITPNM3; MTMR12; PLEKHA3; PLEKHA1; SACM1L; MTMR4; PI4KB; MTMR6; INPP5F; PIKFYVE;	GO:0006661~phosphatidylinositol biosynthetic process	54	76	71.0526315789474	0	0	0	0	0	0	0
up	NBAS; KIF2A; COPE; KIF3C; KIF3B; RER1; SURF4; ZW10; KDELR3; KIF1C; SEC22B; ARF4; RAB6A; KDELR1; KDELR2; COPB2; HTT; NSF; ARCN1; PITPNB; TMED10; COPB1; COPA; NAPA; ARF3; COPZ1; RAB1A; COG7; ARF5; KLC1; TMEM115; LMAN2; BNIP1; TMED2; ARFGAP2; ARFGAP1; BICD2; SCFD1; GBF1; COG3; SCYL1; TMED9; KLC2; RAB1B; COG4; ARFGAP3; PICK1; USE1; COPZ2; STX18; UVRAG; TMED3; COPG1; ATP9B; ATP9A; ERGIC1; GOLPH3; RAB41; GOLPH3L; ERGIC3;	GO:0006890~retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum	60	85	70.5882352941177	0	0	0	0	0	0	0
up	TECPR2; NPC1; TM9SF1; ULK1; ABL1; TP53; DRD2; ARSB; XBP1; TFEB; PIK3CB; RGS19; DAP; ARFIP2; TMBIM6; VCP; GABARAPL2; RAB8A; RAB1A; CLTC; FOXO1; SQSTM1; BECN1; USP10; STK11; CLEC16A; TBC1D25; WIPI1; FNBP1L; MAP1S; RAB12; LRSAM1; NHLRC1; TECPR1; ATG4D; SBF2; SIRT2; PIK3C3; SUPT20H; RB1CC1; SMCR8; RUBCN; RAB24; RNF166; VTI1A; GRAMD1A; RAB39B; NRBF2; RNF185; VPS39; VPS13A; WDR24; ZKSCAN3; TMEM208; PHF23; TMEM59; MAP1LC3B; TOLLIP; ATG10; ATG5; CHMP4B; RNF41; TBC1D17; WDR41; ATP13A2; UBQLN4; C19orf12; VPS18; TBC1D14; UVRAG; HDAC6; VPS51; CHMP2B; SH3GLB1; WDR45; ATG4B; AMBRA1; LIX1L; EPG5; VMP1;	GO:0006914~autophagy	80	123	65.0406504065041	0	0	0	0	0	0	0
up	PANO1; HRK; APBB1; HIP1; TNFRSF11B; TRAF5; EBAG9; APAF1; MAP2K7; AREL1; AXIN1; OGT; CFLAR; SIAH2; DAPK3; TNFSF14; RAD21; OPA1; KIF1B; PHLPP1; GREM1; HIP1R; GADD45B; NME6; PPP1R15A; PSMD10; SMNDC1; JTB; STK17B; MFN2; RTN3; TIAF1; AIFM1; PAK4; CST3; RAF1; NR3C1; ITGB2; PRKCB; CD14; LGALS1; PARP1; PIM1; PRF1; NCF1; ERCC2; ERCC3; CDK11B; MAL; C5AR1; VDAC1; FGFR2; RPS3; RPS6KB1; MAPK1; PRDX5; PRDX3; PPP2R1A; TGFBR1; SNCA; CASP3; CASP2; HTT; MAP2K4; BAG6; TAF6; GZMM; DAP; BCAP31; APLP1; RPS6KA3; BMX; RBM5; CASP9; PTEN; CXCR4; PSME3; DAD1; POLR2G; RHOB; DYNLL1; EIF5A; PPP2CA; CSNK2A1; MAP3K9; DAB2; TIAL1; MEF2A; MAP3K10; RASSF7; MECOM; KMT2A; PPARD; NOTCH2; PRKCD; PPID; EP300; FOXO1; TAF10; BNIP1; BNIP2; TIAM1; STK4; PAK1; AIMP2; FADD; PAK2; NME3; ROCK1; TCIRG1; BIRC2; SQSTM1; RIPK1; C1D; DOCK1; PTK2B; FKBP8; GAS6; BECN1; IRF3; RRP1B; MFSD10; MEF2D; PEA15; PRKD1; RABEP1; DHCR24; SHB; TRADD; PDCD2; PKN2; MAPK14; ZC3H12A; EMC4; BCL2L15; MAGI3; MAP1S; CIAPIN1; ZFAND6; JADE1; GDF6; TMEM214; BRAT1; TRAF7; DPP8; RRAGA; SHF; BNIPL; C6orf120; SH3RF1; ATG4D; TAX1BP1; PACS2; THOC6; RNF130; TMEM219; SIAH1; SULF1; CCAR1; MRPL41; UNC5B; RYBP; TMEM102; PCSK9; RHBDD1; SH3RF3; MZB1; PPP1R13L; PDCD6IP; BCL7C; RFFL; ELMO1; DPF1; DPF2; INPP5D; MYDGF; RNF34; MUL1; ZDHHC16; RELT; SH3KBP1; ELMO3; IFI27L1; BIRC7; EAF2; CYFIP2; PAWR; ITCH; ELMO2; CLPTM1L; KREMEN1; WDR92; NLRP3; BBC3; DLC1; CSRNP1; RMDN3; BAG1; SPIN2B; BCL7B; MIEN1; TCHP; TRAF4; FAIM2; BCL2L13; CARD14; CADM1; API5; NLRP1; NUAK2; CSRNP2; ATG5; MAGEH1; SLK; PDCL3; IFI27L2; CDIP1; HIPK3; PLK3; SUDS3; UBE2Z; CAAP1; AKTIP; BCL2L12; TMBIM4; TRIM39; SRA1; MRPS30; NLRC4; RTN4; AVEN; PAK6; BIRC6; DIABLO; GLRX2; C19orf12; FAIM; RNF216; SLTM; MTCH1; BFAR; STK26; UXT; MTFP1; DAXX; BCAP29; SAP30BP; PUF60; DDX41; FEM1B; FBXO10; TAOK2; BOK; EDAR; ING4; FAF1; TRIM35; CDK11A; NOD1; ZNF443; NCKAP1; CARD8; NISCH; SH3GLB1; PTRH2; CHMP3; NOC2L; FAM32A; IKBKG; CASP5; FIS1; CASP6;	GO:0006915~apoptotic process	272	552	49.2753623188406	0	0	0	0	0	0	0
up	GAK; SURF4; ZW10; USO1; CLASP2; OBSL1; ARL1; HTT; CSNK1A1; CSNK1D; LMAN1; CDC42; RAB2A; RAB1A; ARHGEF7; COG2; GOLGB1; CUL7; PRKD1; TMED2; ARHGAP21; ATL3; BHLHA15; DYM; TRAPPC11; CLASP1; RAB43; PLEKHM2; HACE1; FBXW8; SYNE1; ATL2; NPLOC4; GOLGA5; COG1; TRAPPC12; GBF1; MYO18A; USP6NL; TBC1D20; ZNF501; COG3; GORASP1; KIFC3; TMED9; GOLPH3L; GOLPH3; BCAS3; COG4; SPTBN5; ZFP69B; BAG5; TRAPPC8; ARFGEF1; SEC23IP; SEC16A; PI4K2A; GORASP2; ATP8B2; VMP1; TMED3; LMAN2L; VPS51; COG7; ATP8B1; LMAN2; NSFL1C; GOLGA2; UBXN2B; TMED1; TJAP1; TMED4; UBXN2A; TMED10; GOLGA8N; GOLGA8A;	GO:0007030~Golgi organization	76	119	63.8655462184874	0	0	0	0	0	0	0
