DGE	Genes	Process~name	num_of_Genes	gene_group	percentage%	P-value	Benjamini and Hochberg (FDR)	 Hommel singlewise process	Bonferroni single-step process	Hommel singlewise process	Hochberg step-up process	Benjamini and Yekutieli
up	SGK1; CHD2; RNF8; UBR5; HERC2; TAF1; YY1; MAPK1; CASP3; RAD52; CASP9; CBX1; ATM; SHPRH; INTS3; NIPBL; SETX; SLF2; RNF168; BOD1L1; HELB; SPATA18; USP28; MMS19; RAD9A; MACROD1; FOXP1; EGLN3; PIDD1; SIRT7; HPF1; CDKN2AIP; ASH2L; TAOK2; OARD1; FANCF; ZNF652; ZBTB42;	GO:0006974~cellular response to DNA damage stimulus	38	245	15.5102040816327	0.00011670754956194	0.0129638746053409	0.642475060338508	0.648193730267044	0.529852275011231	0.642475060338508	0.119262193183652
up	NTN1; PAK4; EGFR; THY1; CDH1; CD44; COL8A2; COL13A1; PKD1L1; CYFIP2; PDLIM5; ELMO2; PKP2; ICAM5; F11R; DLG3; DSG4; CTNND1; CDHR3; PKP4; DSC3; CDH26; SYNJ2BP; IGSF5; LAMA5; DSP; FAT3;	GO:0098609~cell-cell adhesion	27	152	17.7631578947368	0.0001630221491331	0.0177534316918682	0.897273908828623	0.905425016285279	0.609375690644812	0.897273908828623	0.163324103677774
up	FAAH; NUDT7; CEL; ACBD5; PLA2G15; LPIN3; ACOT8;	GO:0009062~fatty acid catabolic process	7	12	58.3333333333333	0.0002092488681894	0.0219277021495085	1	1	0.662063418951276	0.999999999999645	0.201725636003212
up	PCDHGA12; RET; CDH1; DSC3; SDK1; DSG4; AMIGO1; FAT3; CADM1; CDHR5; ROBO2; PCDH12; PCDHGC5; PCDHGB7; PCDHGB3; PCDHGB2; PCDHGB1; PCDHGA7; PCDHGA6; PCDHGA5; PCDHGA4; PCDHGA3; PCDHGA11; NECTIN4; CNTN4; IGSF9; CDHR3; CDH26;	GO:0007156~homophilic cell adhesion via plasma membrane adhesion molecules	28	165	16.969696969697	0.00024324288735966	0.0250179814147327	1	1	0.697377358060153	0.999999999999645	0.230154905333598
up	CDH1; SOX2; UBXN2A; ATXN7L3B; SORT1; SLC4A5; FUT8; FOXP1; TMPRSS4; POGZ; ZNF827; MAPK1; ZNF345; YBX3; ZNF407; HMG20A; ZFP64; MAPK9; MAK; AFF1; ZNF71; MECOM; MAPK14; ZNF513; MAPK10; MAPK12; COQ7; REST;	GO:0010468~regulation of gene expression	28	166	16.8674698795181	0.0002653299810349	0.0267935039030516	1	1	0.714498795182167	0.999999999999645	0.246488965361961
up	HDAC3; SIRT2; SIN3A; SIRT7; SIRT5; HDAC6; HDAC5;	GO:0006476~protein deacetylation	7	13	53.8461538461538	0.00030226426438417	0.0299781379355308	1	1	0.741454240534388	0.999999999999645	0.275786258861259
up	ESPN; TBX1; SLC26A4; ATP8B1; USH2A; LRIG2; COL1A1; COL11A1; SERPINB6; CASP3; ALDH7A1; SLC26A5; CACNA1D; COL4A3; GRM7; TPRN; NIPBL; MYH14; MARVELD2; LRTOMT; TRIOBP; CLIC5; MYO15A; CDC14A; USP53;	GO:0007605~sensory perception of sound	25	143	17.4825174825175	0.00034417793928764	0.0335362153474316	1	1	0.772171560851081	0.999999999999645	0.308519074364248
up	MED24; ESR1; NR3C2; RARA; RARB; VDR; ESRRA; RARG; TCF4; RXRA; TAF1; RXRB; NR4A2; NR2C2; NR1H2; GTF2I; PPARA; RUNX2; NR1I3; NR6A1; TAF11; MED25; ESR2; MAML3; NOTCH4; MED20; PPARGC1A;	GO:0006367~transcription initiation from RNA polymerase II promoter	27	161	16.7701863354037	0.00036597867314802	0.034451619502782	1	1	0.784609953113527	0.999999999999645	0.316940407533541
up	GFRA2; GFRA3; OPHN1; SLIT1; NTRK1; RET; PRKCA; BMP7; BDNF; LAMA2; MAPK1; PIK3CB; LAMB2; SPTBN1; PTK2; SCN1B; SEMA3B; SPTAN1; GRB7; DOK6; UNC5A; CNTN4; NEO1; ROBO2; ARHGAP35; NRXN1; KIF5C; EFNA4; EPHA4; IGSF9; CYFIP2; EFNA1;	GO:0007411~axon guidance	32	206	15.5339805825243	0.00037521711586863	0.0347325976922396	1	1	0.78884589537439	0.999999999999645	0.319525288684558
up	FOXN1; PITX3; SFTPB; FGFR2; COMP; DGCR2; TLE1; TLE2; PTCH1; GAMT; NEK8; LHX4; NTN1; ASXL2; VDR; LAMA5; USH2A; LAMB2; LAMA2; NTNG2; TMEFF2;	GO:0009887~animal organ morphogenesis	21	111	18.9189189189189	0.00040057300561313	0.0358835882770219	1	1	0.800605047588138	0.999999999999645	0.330113917906435
up	DVL2; TBX1; MOSPD3; COL3A1; RAF1; ERBB2; ERBB3; OXTR; CASP3; TSC2; ID3; PPARA; AKAP13; ATM; ACVR2B; TFDP2; TAZ; RBM20; NEK8; KAT2A; BORCS8; IFT140; PKP2; SMYD2; PLCE1; HDAC9; PDLIM5; PRICKLE4; ZFPM1; NIPBL;	GO:0007507~heart development	30	190	15.7894736842105	0.00044175854464501	0.0372569439588744	1	1	0.817277815046434	0.999999999999645	0.342748212484654
up	CH25H; ALOX15; CEL; HMGCL; SREBF1; CRK; OCRL; PPARA; SREBF2; PLCL1; ZFP69; LRP10; TPRA1; SLC16A11; TRPV1; CHPT1; PTPRN2; PAFAH2; ACAD8; PLCL2; VDR; NR1H2; NR1I3;	GO:0006629~lipid metabolic process	23	130	17.6923076923077	0.00050215885303528	0.0410145627905583	1	1	0.834918972572201	0.999999999999645	0.377316725113601
up	RAF1; NTRK1; BDNF; NTF4; CASP3; HAP1; NTRK2; SORT1;	GO:0048011~neurotrophin TRK receptor signaling pathway	8	20	40	0.00053988284834916	0.0421767305713023	1	1	0.844017501625779	0.999999999999645	0.388008179836697
up	RET; EFNA1; EPHA4; MARK2; BRSK2; ARHGAP35; UST; RUFY3;	GO:0050770~regulation of axonogenesis	8	20	40	0.00053988284834916	0.0421767305713023	1	1	0.844017501625779	0.999999999999645	0.388008179836697
up	SIRT2; HDAC11; SIRT7; HDAC6; HDAC9; HDAC5; HDAC8; HDAC3;	GO:0070932~histone H3 deacetylation	8	20	40	0.00053988284834916	0.0421767305713023	1	1	0.844017501625779	0.999999999999645	0.388008179836697
up	RARA; RARB; MMP13; THBS3; COMP;	GO:0003417~growth plate cartilage development	5	6	83.3333333333333	0.00057135277976772	0.0433670481420914	1	1	0.851004503764626	0.999999999999645	0.398958600787149
up	TACSTD2; TJP1; CLASP1; PHLDB2; ARAP1; INPP5K; TMEFF2; F11R; WASF2;	GO:0051497~negative regulation of stress fiber assembly	9	26	34.6153846153846	0.00057781086829578	0.0433670481420914	1	1	0.851917134401993	0.999999999999645	0.398958600787149
up	BTBD18; HIP1; RASGRP1; RAF1; INHBB; ZNF3; MAK; YY1; KLRK1; ARNT; MECOM; SIM2; TSNAXIP1; COL13A1; CPLX2; SLCO4C1; SCX; BMP8A; TAF8; GGN; SLC22A16; EGFL6; LRRC34; ARHGAP24; ZFP41; CCHCR1; SLC2A14; ODF3; NOTCH4; SPATA25; RBM4; CADM1; YIPF3; GGNBP2; UNC45A; VIPAS39; CDHR5; PRMT7; NDRG3; NDRG4; EDAR; TESMIN; RARA; KIAA1522; RXRA; VDR; NR1I3; NR1H2; PPARA; TNK2; ELF2; NR2C2; ZFPM1; RARB; EGFR; NKX3-2; ELK3; ID3; EYA2; POU5F2; RBL2; SOX2; RXRB; TNK1; EHF; SOX21; RARG; FOXE1;	GO:0030154~cell differentiation	68	572	11.8881118881119	0.00059695182091956	0.044206272178497	1	1	0.854650970177927	0.999999999999645	0.406679108906915
up	GPR37L1; TULP3; SERPINE2; PTCH1; RUNX2; KCTD21; IFT122; IFT172; SUFU;	GO:0045879~negative regulation of smoothened signaling pathway	9	27	33.3333333333333	0.00072237718043977	0.0501510357520311	1	1	0.872459371329978	0.999999999999645	0.461368433149983
up	SGK1; MAPK1; KDM5A; MAPK9; MAPK10; MAPK14; CARF; SGK3; STK36;	GO:0051090~regulation of DNA-binding transcription factor activity	9	27	33.3333333333333	0.00072237718043977	0.0501510357520311	1	1	0.872459371329978	0.999999999999645	0.461368433149983
up	GFRA2; RASGRF2; RASA4; GFRA3; RASGRP1; EGFR; RAF1; ERBB2; IL5; NEFL; RET; PDGFRB; ARAF; KIT; HGF; KITLG; FGFR2; ERBB3; MAPK1; FLT3LG; MAP2K6; MAPK12; SHC2; SPTBN1; PTK2; CUL3; SPTAN1; RASA3; PPM1L; SETX; BRAP; PABPN1; IL17RD; DLG3; MAP3K14; RAPGEF2;	GO:0000165~MAPK cascade	36	254	14.1732283464567	0.00077688419939281	0.0523431572876401	1	1	0.880209797912057	0.999999999999645	0.481535029173222
up	REST; SIRT2; SIRT7; HDAC9; HDAC8; HDAC3;	GO:0070933~histone H4 deacetylation	6	11	54.5454545454545	0.00078613276902084	0.0523431572876401	1	1	0.881459298552138	0.999999999999645	0.481535029173222
up	TBX1; RARA; RARG; RXRA; NR1H2; RARB; RXRB;	GO:0048384~retinoic acid receptor signaling pathway	7	16	43.75	0.00079165020024518	0.0523431572876401	1	1	0.882261868605578	0.999999999999645	0.481535029173222
up	TMEM129; SIAH2; SPOP; UBOX5; FBXO21; UBR5; TAF1; TPP2; FBXW4; PPIL2; CUL3; BLMH; SHPRH; FBXW12; RNF111; RNF165; UBE3D; DZIP3; UBR2; FBXL13; MYLIP; DDB2; SPSB1; FBXL20; RNF167; HDAC6; FBXO9; FBXL4; FBXW2; RNF144A; WWP2; UBE4B; TRIM3; ARIH1; UBE3B;	GO:0000209~protein polyubiquitination	35	245	14.2857142857143	0.00080445802688133	0.0525642338976347	1	1	0.884099371542591	0.999999999999645	0.483568840990463
up	ARL1; ARHGEF7; PRKD1; ATL3; CLASP1; SYNE1; COG1; TRAPPC12; MYO18A; GORASP1; COG4; BAG5; ARFGEF1; GOLGA8H; ATP8B4; COG7; ATP8B1; LMAN2; TJAP1; TMED4; UBXN2A;	GO:0007030~Golgi organization	21	119	17.6470588235294	0.00088508688050514	0.0565031325784551	1	1	0.895564236617768	0.999999999999645	0.519805051977054
up	HOXA3; BDNF; PLCL1; HFE; PLCL2;	GO:1900122~positive regulation of receptor binding	5	7	71.4285714285714	0.00092235164795828	0.0578202979697021	1	1	0.900831513434874	0.999999999999645	0.531922419517851
up	CBFA2T2; AVIL; NTRK1; RET; BDNF; SCN1B; PRKD1; NFE2L2; NTRK2; TRIM67; MOB2; MARK2; SETX; MAGI2; CAMK1D; ARHGAP35; NDRG4; FZD1; RAPGEF2; MUSK;	GO:0010976~positive regulation of neuron projection development	20	111	18.018018018018	0.00092654060484398	0.0578202979697021	1	1	0.901461739438777	0.999999999999645	0.531922419517851
up	BTBD18; CLDN11; SUN1; ADAMTS2; SGPL1; HERC2; GLI1; RARA; KIT; IGF2R; YBX3; MAK; YY1; ARID4A; KDM5A; NR2C2; BCAP31; ATP1A4; GAMT; TSNAXIP1; ATAT1; SLCO4C1; SETX; GGN; SLC22A16; UBR2; ADGRG2; ZFP41; SYNE1; SLC2A14; CREB3L4; ZNF296; AZIN2; ODF3; TESK2; SPATA25; IFT27; CADM1; TSGA10; WDR33; GGNBP2; TP63; VIPAS39; PLEKHA1; METTL14; NDRG3; ADAM28; TESMIN; PCDHGA4; SYCP3; SPATA32;	GO:0007283~spermatogenesis	51	407	12.5307125307125	0.00098036312823512	0.0604992979357545	1	1	0.908993782090388	0.999999999999645	0.556568092298326
up	KIT; GATA1; KITLG; PBX1; FLT3LG; KMT2A; ZFPM1;	GO:0035162~embryonic hemopoiesis	7	17	41.1764705882353	0.00104971293571277	0.0620224004781777	1	1	0.918847691477655	0.999999999999645	0.570579995003566
