feature	factor	value	view
Candidatus Nitrosopelagicus brevis	Factor1	1.1094355331474091e-5	Archaea metatranscriptome
Methanohalophilus portucalensis	Factor1	-2.8437216549351205e-6	Archaea metatranscriptome
Methanosarcina barkeri	Factor1	-1.3698749275073238e-6	Archaea metatranscriptome
Methanosarcina mazei	Factor1	-3.640643320194048e-7	Archaea metatranscriptome
Candidatus Nitrosopelagicus brevis	Factor2	-4.4500276433123866e-5	Archaea metatranscriptome
Methanohalophilus portucalensis	Factor2	4.834898321000255e-7	Archaea metatranscriptome
Methanosarcina barkeri	Factor2	-2.093949455735443e-5	Archaea metatranscriptome
Methanosarcina mazei	Factor2	-2.9722387832368633e-6	Archaea metatranscriptome
Candidatus Nitrosopelagicus brevis	Factor3	-3.5539569702562645e-6	Archaea metatranscriptome
Methanohalophilus portucalensis	Factor3	1.5611724898935838e-7	Archaea metatranscriptome
Methanosarcina barkeri	Factor3	1.332503937496209e-6	Archaea metatranscriptome
Methanosarcina mazei	Factor3	-1.6826563016330087e-7	Archaea metatranscriptome
Candidatus Nitrosopelagicus brevis	Factor4	1.5526249071961875e-4	Archaea metatranscriptome
Methanohalophilus portucalensis	Factor4	-9.860848238691973e-7	Archaea metatranscriptome
Methanosarcina barkeri	Factor4	-7.60023331959049e-7	Archaea metatranscriptome
Methanosarcina mazei	Factor4	9.048519224650956e-7	Archaea metatranscriptome
Candidatus Nitrosopelagicus brevis	Factor5	-2.1759721080014622	Archaea metatranscriptome
Methanohalophilus portucalensis	Factor5	-0.024394389832610764	Archaea metatranscriptome
Methanosarcina barkeri	Factor5	-0.06010953832509223	Archaea metatranscriptome
Methanosarcina mazei	Factor5	-0.01350421993743237	Archaea metatranscriptome
[Haemophilus] ducreyi	Factor1	-1.5364447073824167e-8	Bacteria metatranscriptome
Achromobacter sp. AONIH1	Factor1	8.694427125160042e-10	Bacteria metatranscriptome
Achromobacter xylosoxidans	Factor1	6.542931090595658e-10	Bacteria metatranscriptome
