DGE	Genes	Process~name	num_of_Genes	gene_group	percentage%	P-value	Benjamini and Hochberg (FDR)	 Hommel singlewise process	Bonferroni single-step process	Hommel singlewise process	Hochberg step-up process	Benjamini and Yekutieli
up	S100A7; CCR2; AIF1;	GO:0090026~positive regulation of monocyte chemotaxis	3	18	16.6666666666667	0.00010007126180078	0.00232116512128157	0.091164919500513	0.0951677699725443	0.0832573409962719	0.091164919500513	0.0172584554968697
down	ITGB2; HCK; FPR1; IL32; PTPN6;	GO:0019221~cytokine-mediated signaling pathway	5	278	1.79856115107914	0.0001012312319959	0.00224328410102919	0.053652552957828	0.0560821025257296	0.0475786790380739	0.053652552957828	0.0154680778448491
up	TYROBP; MNDA; CCR2; CCR5;	GO:0006968~cellular defense response	4	53	7.54716981132075	0.00011230854410015	0.00254298631998218	0.102200775131145	0.106805425439251	0.0907453036329287	0.102200775131145	0.0189077527618239
up	TRBC1; HLA-DQA2; CD3D; HLA-DQB2; CD3G; SKAP1;	GO:0050852~T cell receptor signaling pathway	6	174	3.44827586206897	0.0001423535588878	0.00314833103493735	0.129399385029018	0.135378234502306	0.106907522724744	0.129399385029018	0.0234086453211395
up	CYP2C19; CYP2C9; CYP2C18;	GO:0006082~organic acid metabolic process	3	21	14.2857142857143	0.00015083575144569	0.00318766221388578	0.136958862312695	0.14344479962486	0.111169142791134	0.136808026561249	0.0237010826817121
up	CYP2C9; CYP2C19; CYP2C18;	GO:0019373~epoxygenase P450 pathway	3	21	14.2857142857143	0.00015083575144569	0.00318766221388578	0.136958862312695	0.14344479962486	0.111169142791134	0.136808026561249	0.0237010826817121
down	SASH3; CD1D; CORO1A;	GO:0042102~positive regulation of T cell proliferation	3	61	4.91803278688525	0.00015816713583793	0.00315150095636774	0.0836704148582696	0.0876245932542181	0.0662720299160964	0.0836704148582696	0.0217304897310367
down	LCK; FGF5; RAC2; ADAM8;	GO:0051897~positive regulation of protein kinase B signaling	4	165	2.42424242424242	0.00017065889655421	0.00315150095636774	0.0895959206909602	0.0945450286910323	0.0689461942079008	0.0895959206909602	0.0217304897310367
up	HLA-DMB; AIF1; NCKAP1L; CD209;	GO:0042102~positive regulation of T cell proliferation	4	61	6.55737704918033	0.00018735348549903	0.00379091839807614	0.169554904376623	0.178173164709579	0.128711844537834	0.169554904376623	0.0281864464813855
down	PSTPIP1; FGR; NCF1; CD1D; CORO1A; TNFAIP8L2;	GO:0045087~innate immune response	6	505	1.18811881188119	0.00018892158461758	0.0033762115444562	0.0989949103396146	0.104662557878142	0.0729237316623879	0.0989949103396146	0.0232799327407381
up	LTF; S100A7; RNASE6; PGLYRP3;	GO:0061844~antimicrobial humoral immune response mediated by antimicrobial peptide	4	62	6.45161290322581	0.00019876745128422	0.00393808012856862	0.179685775960936	0.189027846171294	0.133969262165565	0.179685775960936	0.0292806315323588
up	CYP2C9; CYP2C19; CYP2C18;	GO:0042738~exogenous drug catabolic process	3	25	12	0.00024104034256378	0.00467815032200317	0.217659429335094	0.229229365778156	0.152233582578524	0.217659429335094	0.0347832424327405
up	CD3G; SLA; CLNK; SKAP1;	GO:0009967~positive regulation of signal transduction	4	67	5.97014925373134	0.00026347602084642	0.00491305285931266	0.237655370803471	0.250565695824946	0.160182487997972	0.237391894782625	0.036529802791195
up	IRF8; IRF4; OASL; RSAD2;	GO:0060337~type I interferon signaling pathway	4	67	5.97014925373134	0.00026347602084642	0.00491305285931266	0.237655370803471	0.250565695824946	0.160182487997972	0.237391894782625	0.036529802791195
down	CORO1A; BST1; RAC2;	GO:0032956~regulation of actin cytoskeleton organization	3	77	3.8961038961039	0.00030612093038684	0.00498797045395034	0.159795125661933	0.169590995434312	0.0965084748971639	0.159489004731546	0.0343934659163829
down	NCF1; RAC2; NCF4;	GO:0045454~cell redox homeostasis	3	77	3.8961038961039	0.00030612093038684	0.00498797045395034	0.159795125661933	0.169590995434312	0.0965084748971639	0.159489004731546	0.0343934659163829
up	CLDN5; EREG; S100B; SERPINB3; ID4; AIF1; SLAMF1; DYNAP; TFAP2B;	GO:0008284~positive regulation of cell population proliferation	9	490	1.83673469387755	0.00035959000062157	0.00612662065766896	0.323631000559421	0.341970090591122	0.189614455397075	0.323203906912419	0.0455529893143504
up	CD1C; CD1E; CD1A;	GO:0001916~positive regulation of T cell mediated cytotoxicity	3	29	10.3448275862069	0.00036031650714873	0.00612662065766896	0.323924539926716	0.342660998298451	0.189886799267385	0.323203906912419	0.0455529893143504
